ordreExecution;rapidpro_flowUuid;rapidpro_flowName;rapidpro_declancheur;rapidpro_position;rapidpro_name;dhis_orgUnitCode;dhis_periode;dhis_typePeriode;dhis_promptitude;dhis_reference;dhis_dataSetName;dhis_dataSetId;dhis_dataElementName;dhis_dataElementId;dhis_categorieComboName;dhis_categorieComboId;dhis_categorieComboOptionName;dhis_categorieComboOptionId;;;;;;;;
13;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt1;14;A.2.2.11. Bébés référés par les ASBC dans le cadre des soins du nouveau-né à domicile pour : Autres problèmes de santé;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.2.2.11. Bébés référés par les ASBC dans le cadre des soins du nouveau-né à domicile pour : Autres problèmes de santé;z7tUGiu3jLq;;;default;HllvX50cXC0;;;;;;;;
13;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt1;15;A.3.1.1. Femmes enceintes enrôlées dans les GASPA;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.3.1.1. Femmes enceintes enrôlées dans les GASPA;h6BYJcwFRvT;;;default;HllvX50cXC0;;;;;;;;
13;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt1;16;A.3.1.2. Séances de GASPA femmes enceintes planifiées;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.3.1.2. Séances de GASPA femmes enceintes planifiées;yIpjyorIz0y;;;default;HllvX50cXC0;;;;;;;;
13;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt1;17;A.3.1.3. Séances de GASPA femmes enceintes réalisées;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.3.1.3. Séances de GASPA femmes enceintes réalisées;ZyczRa6wX6D;;;default;HllvX50cXC0;;;;;;;;
13;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt1;18;A.3.1.4. Femmes enceintes présentes aux séances de GASPA réalisés;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.3.1.4. Femmes enceintes présentes aux séances de GASPA réalisés;QFUHtnwnz0x;;;default;HllvX50cXC0;;;;;;;;
13;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt1;19;A.3.1.5. Femmes allaitantes d'enfant de 0-5 mois enrôlées dans les GASPA;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.3.1.5. Femmes allaitantes d'enfant de 0-5 mois enrôlées dans les GASPA;PsVQb4H5mpP;;;default;HllvX50cXC0;;;;;;;;
13;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt1;20;A.3.1.6. Séances de GASPA femmes allaitantes d'enfant de 0-5 mois planifiées;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.3.1.6. Séances de GASPA femmes allaitantes d'enfant de 0-5 mois planifiées;GU67aPTu1t1;;;default;HllvX50cXC0;;;;;;;;
13;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt1;21;A.3.1.7. Séances de GASPA femmes allaitantes d'enfant de 0-5 mois réalisées;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.3.1.7. Séances de GASPA femmes allaitantes d'enfant de 0-5 mois réalisées;oonxgugwnHt;;;default;HllvX50cXC0;;;;;;;;
13;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt1;22;A.3.1.8. Femmes allaitantes d'enfant de 0-5 mois présentes aux séances de GASPA réalisés;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.3.1.8. Femmes allaitantes d'enfant de 0-5 mois présentes aux séances de GASPA réalisés;FxDpT4Lwe4P;;;default;HllvX50cXC0;;;;;;;;
13;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt1;23;A.3.1.9. Femmes allaitantes de 6-23 enrôlées dans les GASPA;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.3.1.9. Femmes allaitantes de 6-23 enrôlées dans les GASPA;d9pSCoPOHEs;;;default;HllvX50cXC0;;;;;;;;
13;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt1;24;A.3.1.10. Séances de GASPA femmes allaitantes d'enfant de 6-23 mois planifiées;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.3.1.10. Séances de GASPA femmes allaitantes d'enfant de 6-23 mois planifiées;uc4U3lMnIxX;;;default;HllvX50cXC0;;;;;;;;
13;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt1;25;A.3.1.11. Séances de GASPA femmes allaitantes d'enfant de 6-23 mois réalisées;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.3.1.11. Séances de GASPA femmes allaitantes d'enfant de 6-23 mois réalisées;xaunTTQeN9k;;;default;HllvX50cXC0;;;;;;;;
13;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt1;26;A.3.1.12. Femmes allaitantes d'enfant 6-23 mois présentes aux séances de GASPA réalisés;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.3.1.12. Femmes allaitantes d'enfant 6-23 mois présentes aux séances de GASPA réalisés;ieqI5zivHyT;;;default;HllvX50cXC0;;;;;;;;
13;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt1;27;A.2.3.1. Femmes enceintes ayant reçu TPI2;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.2.3.1. Femmes enceintes ayant reçu TPI2;E08VU4fx9sk;;;default;HllvX50cXC0;;;;;;;;
13;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt1;28;A.2.3.2. Femmes enceintes ayant reçu TPI3;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.2.3.2. Femmes enceintes ayant reçu TPI3;g09WCDp8918;;;default;HllvX50cXC0;;;;;;;;
13;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt1;29;A.2.3.3. Femmes enceintes ayant reçu TPI4;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.2.3.3. Femmes enceintes ayant reçu TPI4;usZteSzyjxs;;;default;HllvX50cXC0;;;;;;;;
13;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt1;30;A.2.3.4. Femmes enceintes ayant reçu TPI5 et plus;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.2.3.4. Femmes enceintes ayant reçu TPI5 et plus;XEJACRkvEMx;;;default;HllvX50cXC0;;;;;;;;
13;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt1;31;A.6.1.1 Personnes référées pour toux de plus de 14 jours;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.6.1.1 Personnes référées pour toux de plus de 14 jours;UQg8AAKP13E;;;default;HllvX50cXC0;;;;;;;;
13;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt1;32;A.6.1.2 Patients depistés tuberculeux parmi les réferés;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.6.1.2 Patients depistés tuberculeux parmi les réferés;Es3IDZlqGNq;;;default;HllvX50cXC0;;;;;;;;
13;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt1;33;A.6.1.3 Enfants de moins de 5 ans contact référés pour le dépistage;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.6.1.3 Enfants de moins de 5 ans contact référés pour le dépistage;CDctayUzVuB;;;default;HllvX50cXC0;;;;;;;;
13;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt1;34;A.6.1.4 Patients sous traitement suivis;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.6.1.4 Patients sous traitement suivis;crx5svlYMpJ;;;default;HllvX50cXC0;;;;;;;;
13;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt1;35;A.6.1.5 Patients tuberculeux absents au traitement recherchés;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.6.1.5 Patients tuberculeux absents au traitement recherchés;JhmvM3vGWLk;;;default;HllvX50cXC0;;;;;;;;
13;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt1;36;A.6.1.6 Patients tuberculeux absents au traitement retrouvés;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.6.1.6 Patients tuberculeux absents au traitement retrouvés;jt2xbdfQ7sa;;;default;HllvX50cXC0;;;;;;;;
13;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt1;37;A.6.1.7 Visites à domicile réalisées chez les patients tuberculeux;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.6.1.7 Visites à domicile réalisées chez les patients tuberculeux;YjZamVInj8U;;;default;HllvX50cXC0;;;;;;;;
14;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt2;1;Code ASBC;oui;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;;;;;;;;;;;;;;
14;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt2;2;date de l'operation;;;;oui;;RMA Agrégé Communautaire;dr47BUiECZJ;;;;;;;;;;;;;;
14;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt2;3;Mois du rapport;;oui;MENSUELLE;;;RMA Agrégé Communautaire;dr47BUiECZJ;;;;;;;;;;;;;;
14;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt2;4;A.7.1.1. Patients atteints de lymphœdèmes suivis au cours du mois;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.7.1.1. Patients atteints de lymphœdèmes suivis au cours du mois;ECXDsaNqqQV;;;default;HllvX50cXC0;;;;;;;;
14;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt2;5;A.7.1.2. Patients atteints de lymphœdèmes ayant bénéficiés de washing par l’ASBC dans le mois;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.7.1.2. Patients atteints de lymphœdèmes ayant bénéficiés de washing par l’ASBC dans le mois;njdPGWi42OE;;;default;HllvX50cXC0;;;;;;;;
14;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt2;6;A.7.1.3. Cas référés;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.7.1.3. Cas référés;O29se5HmROK;;;default;HllvX50cXC0;;;;;;;;
14;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt2;7;A.8.1.1. Rougeole;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.8.1.1. Rougeole;zxBEAgvQWyx;;;default;HllvX50cXC0;;;;;;;;
14;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt2;8;A.8.1.2. Diarrhée sanguinolente;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.8.1.2. Diarrhée sanguinolente;XXafjUfYSv1;;;default;HllvX50cXC0;;;;;;;;
14;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt2;9;A.8.1.3. Tétanos néonatal;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.8.1.3. Tétanos néonatal;ojmzhkwyeyO;;;default;HllvX50cXC0;;;;;;;;
14;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt2;10;A.8.1.4. Méningite;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.8.1.4. Méningite;XjSDIhCj5oH;;;default;HllvX50cXC0;;;;;;;;
14;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt2;11;A.8.1.5. PFA;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.8.1.5. PFA;IQNrBqGNUnj;;;default;HllvX50cXC0;;;;;;;;
14;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt2;12;A.8.1.6. Ictère fébrile;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.8.1.6. Ictère fébrile;O1jQXEFDmK5;;;default;HllvX50cXC0;;;;;;;;
14;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt2;13;A.8.1.7. Dracunculose (ver de guinée);;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.8.1.7. Dracunculose (ver de guinée);mkBdNtZjNct;;;default;HllvX50cXC0;;;;;;;;
14;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt2;14;A.8.1.8. Choléra;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.8.1.8. Choléra;n1eaFO3NWtQ;;;default;HllvX50cXC0;;;;;;;;
14;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt2;15;A.8.1.9. Maladie à virus Ebola (MVE);;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.8.1.9. Maladie à virus Ebola (MVE);SFD9myxW1d7;;;default;HllvX50cXC0;;;;;;;;
14;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt2;16;A.8.2.1. Décès inexpliqué d’un agent de la santé, d’un ASBC ou d’un tradipraticien de santé;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.8.2.1. Décès inexpliqué d’un agent de la santé, d’un ASBC ou d’un tradipraticien de santé;OqoffpWB0f6;;;default;HllvX50cXC0;;;;;;;;
14;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt2;17;A.8.2.2. Deux décès inexpliqués ou plus dans la même semaine parmi un groupe de personne;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.8.2.2. Deux décès inexpliqués ou plus dans la même semaine parmi un groupe de personne;dlYxBDMEkTZ;;;default;HllvX50cXC0;;;;;;;;
14;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt2;18;A.8.2.3. Deux ou plusieurs personnes deviennent malades après avoir pris part aux funérailles;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.8.2.3. Deux ou plusieurs personnes deviennent malades après avoir pris part aux funérailles;tj2bqrLRp3B;;;default;HllvX50cXC0;;;;;;;;
14;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt2;19;A.8.2.4. Décès ou maladie d’une personne moins d’une semaine après son arrivée d’un voyage hors du pays;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.8.2.4. Décès ou maladie d’une personne moins d’une semaine après son arrivée d’un voyage hors du pays;QJ1tAtFba10;;;default;HllvX50cXC0;;;;;;;;
14;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt2;20;A.8.2.5. La mort de plusieurs volailles et/ou autres animaux dans le même village et dans la même semaine;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.8.2.5. La mort de plusieurs volailles et/ou autres animaux dans le même village et dans la même semaine;R4Mfw8TIcbE;;;default;HllvX50cXC0;;;;;;;;
14;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt2;21;A.8.2.6. Un ou plusieurs décès causés par une infection respiratoire chez les personnes qui ont des contacts avec des animaux.;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.8.2.6. Un ou plusieurs décès causés par une infection respiratoire chez les personnes qui ont des contacts avec des animaux.;e5xhFsXbSkG;;;default;HllvX50cXC0;;;;;;;;
14;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt2;22;A.8.2.7. Deux personnes ou plus atteintes de fièvre et de toux sévère dans la même école, la même famille ou le même milieu dans la même semaine (absentéisme ou hospitalisation);;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.8.2.7. Deux personnes ou plus atteintes de fièvre et de toux sévère dans la même école, la même famille ou le même milieu dans la même semaine (absentéisme ou hospitalisation);d48rZCdYFe2;;;default;HllvX50cXC0;;;;;;;;
14;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt2;23;A.8.2.8. Deux personnes ou plus, issues du même milieu, présentant les mêmes signes nécessitant qu’elles soient alitées ou hospitalisées;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.8.2.8. Deux personnes ou plus, issues du même milieu, présentant les mêmes signes nécessitant qu’elles soient alitées ou hospitalisées;lqA6j40lXmF;;;default;HllvX50cXC0;;;;;;;;
14;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt2;24;A.8.2.9. Toute condition médicale atypique par sa fréquence et/ou sa présentation clinique, y compris les malformations congénitales;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.8.2.9. Toute condition médicale atypique par sa fréquence et/ou sa présentation clinique, y compris les malformations congénitales;XxZ1JXKEEUD;;;default;HllvX50cXC0;;;;;;;;
14;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt2;25;A.8.2.10. Tout évènement sanitaire créant une inquiétude ou une psychose dans la communauté;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.8.2.10. Tout évènement sanitaire créant une inquiétude ou une psychose dans la communauté;QAW1vhHJIkz;;;default;HllvX50cXC0;;;;;;;;
14;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt2;26;A.9.1.1 Décès en communauté - 0 à 28 jours;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.9.1.1. Décès enfants de 0 à 28 jours;xKHU01u0YNZ;;;default;HllvX50cXC0;;;;;;;;
14;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt2;27;A.9.1.1 Décès en communauté - 1 à 11 mois;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.9.1.2. Décès enfants 1 à 11 mois;aKDy9EJVmfz;;;default;HllvX50cXC0;;;;;;;;
14;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt2;28;A.9.1.1 Décès en communauté - 1 à 5 ans;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.9.1.3. Décès enfants de 1 à 5 ans;ZealDMxBBQy;;;default;HllvX50cXC0;;;;;;;;
14;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt2;29;A.9.1.1 Décès en communauté - Femmes enceintes;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.9.1.4. Décès femmes enceintes;AxziBulL8zS;;;default;HllvX50cXC0;;;;;;;;
14;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt2;30;A.9.1.1 Décès en communauté - Femmes décédées par suite d’accouchement ou dans les 42 jrs après l’accouchement;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.9.1.5. Décès femmes décédées par suite d’accouchement ou dans les 42 jrs après l’accouchement;dvjoXfXPBAA;;;default;HllvX50cXC0;;;;;;;;
14;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt2;31;A.9.2.1. Enfants orientés pour l’établissement d’acte de naissance - Moins de 2mois;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.9.2.1. Enfants orientés pour l’établissement d’acte de naissance;IAKoG3bGnsV;;;0-2 mois;FYhIH7uImBa;;;;;;;;
14;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt2;32;A.9.2.1. Enfants orientés pour l’établissement d’acte de naissance - 2 mois et plus;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.9.2.1. Enfants orientés pour l’établissement d’acte de naissance;IAKoG3bGnsV;;;2 mois et plus;kcQu7ZUmAcM;;;;;;;;
15;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt3;1;Code ASBC;oui;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;;;;;;;;;;;;;;
15;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt3;2;date de l'operation;;;;oui;;RMA Agrégé Communautaire;dr47BUiECZJ;;;;;;;;;;;;;;
15;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt3;3;Mois du rapport;;oui;MENSUELLE;;;RMA Agrégé Communautaire;dr47BUiECZJ;;;;;;;;;;;;;;
15;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt3;4;A.4.1.1. Mesure du PB Vert;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.4.1.1. Mesure du PB Vert;mVUhE8KhSGF;;;6-11 mois;OjmUJD8iuOW;;;;;;;;
15;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt3;5;A.4.1.2. Mesure du PB Nouveaux cas jaune;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.4.1.2. Mesure du PB Nouveaux cas jaune;CoJNbZWg06F;;;6-11 mois;OjmUJD8iuOW;;;;;;;;
15;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt3;6;A.4.1.3. Mesure du PB Anciens cas jaune;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.4.1.3. Mesure du PB Anciens cas jaune;TIQSvKucsI6;;;6-11 mois;OjmUJD8iuOW;;;;;;;;
15;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt3;7;A.4.1.4. Mesure du PB Nouveaux cas rouge;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.4.1.4. Mesure du PB Nouveaux cas rouge;h7VDD4PdvWX;;;6-11 mois;OjmUJD8iuOW;;;;;;;;
15;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt3;8;A.4.1.5. Mesure du PB Anciens cas rouge;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.4.1.5. Mesure du PB Anciens cas rouge;ic9wzOjJez0;;;6-11 mois;OjmUJD8iuOW;;;;;;;;
15;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt3;9;A.4.1.6. Présence d’oedème;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.4.1.6. Présence d’oedème;reYicVdQPIu;;;6-11 mois;OjmUJD8iuOW;;;;;;;;
