typePeriode	source_indicatorName	source_indicatorId	source_dataElementName	source_dataElementId	source_categorieComboName	source_categorieComboId	source_categorieComboOptionName	source_categorieComboOptionId	source_dimensionName	source_dimensionId	source_orgUnitName	source_orgUnitId	source_orgUnitGroupName	source_orgUnitGroupId	source_orgUnitOfProgramName	source_orgUnitOfProgramId	source_orgUnitOfDataSetName	source_orgUnitOfDataSetId	destination_dataElementName	destination_dataElementId	destination_categorieComboName	destination_categorieComboId	destination_categorieComboOptionName	destination_categorieComboOptionId	destination_orgUnitName	destination_orgUnitId	destination_orgUnitGroupName	destination_orgUnitGroupId	destination_orgUnitOfProgramName	destination_orgUnitOfProgramId	destination_orgUnitOfDataSetName	destination_orgUnitOfDataSetId
			MEG - Fumarate ferreux 100mg/5ml susp. buv. Flacon de 50 ml	ZLQ2tDgNg3F	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Fumarate de fer 100mg/5ml, 50 ml	a4KiWPeIo9P	Gestion des intrants	VjqT31btO7y										
			MEG - Furos?©mide 10mg/ml inject, amp/2ml	mkIg3PsxlG4	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Furosemide 10 mg/ml, 2 ml ampoule injectable	NQ0uqs9zMWB	Gestion des intrants	VjqT31btO7y										
			MEG - Gant d'examen latex Taille L	vX79hqA9mRm	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Gants d'examen, L	x1GmlMN4ZJZ	Gestion des intrants	VjqT31btO7y										
			MEG - Gant d'examen ?† usage unique latex taille moyenne (M), unit?©	F1OPtdFVoFr	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Gants d'examen, M	WFzPKc0plSG	Gestion des intrants	VjqT31btO7y										
			MEG - Gentamycine 80mg/2ml inject, amp/2ml	ZizISyVdYoG	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Gentamycine 80 mg Injectable	TxAqmIkdwTg	Gestion des intrants	VjqT31btO7y										
			SR - Gluconate de calcium 10% inject, amp/10ml	FWRn48YC0Ge	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Gluconate de calcium 100mg/ml inj	VWTBy8vuWKO	Gestion des intrants	VjqT31btO7y										
			MEG - Ibuprof?®ne 400mg comp blister	z3ZKYebyMGz	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Ibuprofene 400 mg comprime	z88nF5Vj2n3	Gestion des intrants	VjqT31btO7y										
			SR - Etonorgestrel 68mg implant subdermal (Implanon)	g5MTQvS3oSK	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Implanon NXT (Implants)	XyAmRpTIoSh	Gestion des intrants	VjqT31btO7y										
			MEG - Intranule avec ailettes 22G, unitaris?©	FyjiVikhEn7	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Intranule G22	oaeRZwTebuj	Gestion des intrants	VjqT31btO7y										
			MEG - Intranule avec ailettes 24G, unitaris?©	zuPmMRRiXiR	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Intranule G24	V0RmahcPGze	Gestion des intrants	VjqT31btO7y										
			SR - L?©vonorgestrel (Jadelle) 75mg	ZoMj1Em0Yf7	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Jadelle / Levoplant (Implants)	X2BqwH9Be8J	Gestion des intrants	VjqT31btO7y										
			NUTRI - Lait th?©rapeutique F100 unit?©	aUWUTG4F6xC	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Lait therapeutique F100_400g	mqrUwyKftSt	Gestion des intrants	VjqT31btO7y										
			NUTRI - Lait th?©rapeutique F75 unit?©	MlxeJ7BBfRl	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Lait therapeutique F75_400 g	CYYv816liyt	Gestion des intrants	VjqT31btO7y										
			MEG - Mebendazole 100mg comp ?† croquer blister	FJqhfySBSqr	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Mebendazole 100mg	YZIqNr0qagA	Gestion des intrants	VjqT31btO7y										
			SR - M?©thylergom?©trine 0,2mg/ml inject, amp/1ml	nWAyVsX9uRl	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Methylergometrine 0.2mg injectable	fAdfO7iQNF2	Gestion des intrants	VjqT31btO7y										
			MEG - M?©tronidazole 250mg comp blister	JgzbDAY3m7Z	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Metronidazole 250 mg cp	EP5Qi32wBqe	Gestion des intrants	VjqT31btO7y										
			MEG - M?©tronidazole 500mg sol pr perf, Fl/100ml	EfHtPJHj8ko	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Metronidazole 500mg/100Ml injectable	Zf17WECF3gc	Gestion des intrants	VjqT31btO7y										
			SR - Misoprostol 200¬µg comp blister	BHaaM1S3OfV	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Misoprostol	pUeOlLUj1Cq	Gestion des intrants	VjqT31btO7y										
			SR - Combi kit Mifépristone 200mg + Misoprostol 200mcg cp, kit/1+4 cp.	vk5NOCr9CLB	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Misoprostol+Mifepristone	VHBtKIdK3v3	Gestion des intrants	VjqT31btO7y										
			SR - Oxytocine 10UI/ml 1ml inj. subventionné	gaOQA5B7dCJ	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Ocytocine 10 UI/ml injectable	ec602PAPXAX	Gestion des intrants	VjqT31btO7y										
			MEG - Parac?©tamol 500mg comp blister	jUujlqhJJjm	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Paracetamol 500 mg comprime	aYkIbhKcbr2	Gestion des intrants	VjqT31btO7y										
			MEG - Perfuseur ?† usage unique luer lock st?©rile avec aiguille 21G, unitaris?©	jLOwW50RrJL	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Perfuseur	L6Ygxkjw8lk	Gestion des intrants	VjqT31btO7y										
			MEG - Phloroglucinol 40mg /4ml inject, amp/4ml	EF4K3nHVnJV	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Phloroglucinol, 10mg/ml, 4 ml, ampoule injectable	DUvS4c8Me8d	Gestion des intrants	VjqT31btO7y										
			SR - Phytom?©nadione (Vitamine K1) 10mg/ml inject, amp/1ml	FTz0JAXhefl	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Phytomenadione 1mg/ml injectable (vitamine K1)	sm1TlydFvdB	Gestion des intrants	VjqT31btO7y										
			SR - L?©vonorgestrel (Microlute) 0.0375mg	c7xxwZGGeto	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Pilule progestative (Ovrette/Microlut)	wC86Jsctw9Q	Gestion des intrants	VjqT31btO7y										
			NUTRI - Plumpy nut. carton / 150	RBdCS25xA9q	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Plumpy Nut, 92 g	ai7wZ0Oatds	Gestion des intrants	VjqT31btO7y										
			PALU - Quinine sulfate 300mg comp blister	h6XVuYteMSr	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Quinine sulfate comp 300 mg	TTDU7Fy1gyY	Gestion des intrants	VjqT31btO7y										
			MEG - S?©ringue ?† usage unique 3 pi?®ces luer lock 10ml st?©rile avec aiguille biseau long 21G, unitaris?©	SFsnyUOqTiN	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Seringue 10 ml	MjbpS1RnEiU	Gestion des intrants	VjqT31btO7y										
			MEG - S?©ringue ?† usage unique 3 pi?®ces luer lock 5ml st?©rile avec aiguille biseau long 21G, unitaris?©	Di6iyYc1qbn	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Seringue 5 ml	Odq0ICOeyY1	Gestion des intrants	VjqT31btO7y										
			MEG - Solut?© glucos?© isotonique 5% sol pr perf, Fl/250ml	tg8lIBa2dVC	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Solute Glucose, 5% 250mg	XgdaEXfd7uv	Gestion des intrants	VjqT31btO7y										
			MEG - Solut?© glucos?© isotonique 5% sol pr perf, Fl/500ml	sNM4s3OXZ29	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Solute Glucose, 5% 500ml	tC1myYiJy5X	Gestion des intrants	VjqT31btO7y										
			MEG - Solut?© sal?© isotonique 0,9% sol pr perf, Fl/250ml	Vsy76gH96v8	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Solute de Sodium Chlorure 0,9% 250 ml	STR6tmbJ8pU	Gestion des intrants	VjqT31btO7y										
			MEG - Solut?© sal?© isotonique 0,9% sol pr perf, Fl/500ml	cGvq5CNLIiq	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Solute de Sodium Chlorure 0,9% 500 ml	aQF6j2mEv80	Gestion des intrants	VjqT31btO7y										
			SR - Sulfate de magnesium 500mg/ml 10ml inj.	Ael2wgIDdQE	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Sulfate de magnesium 50% injectable	jTHkUsayVpn	Gestion des intrants	VjqT31btO7y										
			PALU - Test de diagnostic rapide du paludisme (TDR). Bte/25	ZVkuvf8eATY	DCAPS_VARIABLES	D9URQhBFIKO			DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-TDR paludisme	MV9HUSHBjmW	Gestion des intrants	VjqT31btO7y										
	PALU - Artemether + Lumefantrine (20mg+120mg) blister de 12_QUANTITE DISPONIBLE ET UTILISABLE EN FIN	Vxvy0GRofml							DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Artemether + Lumefantrine 20mg/120mg pl/12 cp	pdYlnimEqvM			Stock disponible et utilisable en fin de période dans la FS	oqc8yihlUg2								
	PALU - Artemether + Lumefantrine (20mg+120mg) blister de 18_QUANTITE DISPONIBLE ET UTILISABLE EN FIN	nMQSwffAZLW							DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Artemether + Lumefantrine 20mg/120mg pl/18 cp	dYgh3a4iVKK			Stock disponible et utilisable en fin de période dans la FS	oqc8yihlUg2								
	PALU - Artemether + Lumefantrine (20mg+120mg) blister de 24_QUANTITE DISPONIBLE ET UTILISABLE EN FIN	vgJx1db7QzA							DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Artemether + Lumefantrine 20mg/120mg pl/24cp	Z09Dbu4AOBa			Stock disponible et utilisable en fin de période dans la FS	oqc8yihlUg2								
	PALU - Artemether + Lumefantrine (20mg+120mg) blister de 6_QUANTITE DISPONIBLE ET UTILISABLE EN FIN	Ri1IapbRxcM							DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Artemether + Lumefantrine 20mg/120mg pl/6 cp	u0ZVMc0aolt			Stock disponible et utilisable en fin de période dans la FS	oqc8yihlUg2								
	PALU - Artesunate 60mg inj_QUANTITE DISPONIBLE ET UTILISABLE EN FIN	dVAGZLhHUgV							DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Artesunate injectable 60mg	pxTu0xZDYIe			Stock disponible et utilisable en fin de période dans la FS	oqc8yihlUg2								
	PALU - Moustiquaire imprégnée à longue durée d'action (MILDA)_QUANTITE DISPONIBLE ET UTILISABLE EN FIN	sICwgcsnbak							DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-MILDA routine	Rqw8Lbhwz1P			Stock disponible et utilisable en fin de période dans la FS	oqc8yihlUg2								
	SR - Lévonorgestrel 0,15mg + éthinyl oestradiol 30µg (Microgynon/ZINNIA-F/Oralcon) pilule, blister_QUANTITE DISPONIBLE ET UTILISABLE EN FIN	q2myLpMOR6q							DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Pilule oestroprogestative (Microgynon/ZINNIA)	AwIcVs17zCq			Stock disponible et utilisable en fin de période dans la FS	oqc8yihlUg2								
	PALU - Quinine 100mg /ml, 4ml injection_QUANTITE DISPONIBLE ET UTILISABLE EN FIN	kowH3SK6x4I							DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Quinine Injectable 400 mg/4ml	JSwplgmWpAk			Stock disponible et utilisable en fin de période dans la FS	oqc8yihlUg2								
	PALU - Quinine 100mg /ml, 2ml injection_QUANTITE DISPONIBLE ET UTILISABLE EN FIN	qawPVMnhxVt							DRD FACILITY	g0Gyxccwfzq:YuECXO8V4mr							NetSIGL 2 DRD Dataset	gb2U7Q4Eoxp	DRD-Quinine injectable 200 mg/2ml	yYeB7PD474s			Stock disponible et utilisable en fin de période dans la FS	oqc8yihlUg2								
