ordreExecution;rapidpro_flowUuid;rapidpro_flowName;rapidpro_declancheur;rapidpro_position;rapidpro_name;dhis_programName;dhis_programId;dhis_programEnrolmentDate;dhis_programIncidentDate;dhis_programOrgUnitCode;dhis_attributName;dhis_attributId;dhis_programStageName;dhis_programStageId;dhis_programStageOrgUnitCode;dhis_programStageEventDate;dhis_programStageDataElementName;dhis_programStageDataElementId;dhis_programMasterName;dhis_programMasterId;dhis_attributValueUniqueName;dhis_attributValueUniqueId;dhis_dataElementValueUniqueName;dhis_dataElementValueUniqueId;;;;;;;;;;;;;;;;;;;;
3;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecadu;2;code personne;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PEC Adultes;R9Y8EzL94I7;;;30.2.Code personne;JYoSCoz2VRf;Registre PRISE EN CHARGE;kFjVC6CTFrK;Code personne;vadegRbcklv;;;;;;;;;;;;;;;;;;;;;;
3;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecadu;3;code Prise en charge;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PEC Adultes;R9Y8EzL94I7;;;30.3.Code de prise en charge;kvQS9gw12Rn;;;;;;;;;;;;;;;;;;;;;;;;;;
3;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecadu;4;age en années;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PEC Adultes;R9Y8EzL94I7;;;age en années;OA9Df9MHvrw;;;;;;;;;;;;;;;;;;;;;;;;;;
3;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecadu;5;Date de prise en charge;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PEC Adultes;R9Y8EzL94I7;;oui;30.4.Date de prise en charge;I07qAGL6kfH;;;;;;;;;;;;;;;;;;;;;;;;;;
3;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecadu;6;Toux / difficulté respiratoire;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PEC Adultes;R9Y8EzL94I7;;;30.5.Motif Toux;lUHn2jpd3YU;;;;;;;;;;;;;;;;;;;;;;;;;;
3;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecadu;7;Fièvre / Corps chaud;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PEC Adultes;R9Y8EzL94I7;;;30.6.Motif - Fièvre;V8hnF1mIa2U;;;;;;;;;;;;;;;;;;;;;;;;;;
3;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecadu;8;Diarrhée;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PEC Adultes;R9Y8EzL94I7;;;30.7.Motif - Diarrhée;UHrCBdjL1WR;;;;;;;;;;;;;;;;;;;;;;;;;;
3;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecadu;9;Autre motif de consultation;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PEC Adultes;R9Y8EzL94I7;;;30.8.Motif - Autre motif;NlhwuPPU6cW;;;;;;;;;;;;;;;;;;;;;;;;;;
3;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecadu;10;Fièvre dans les 72H;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PEC Adultes;R9Y8EzL94I7;;;30.38.Fievre dans les 72H;VtJp7wRer0Q;;;;;;;;;;;;;;;;;;;;;;;;;;
3;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecadu;11;Présence du traitement du paludisme;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PEC Adultes;R9Y8EzL94I7;;;30.40.Traitement palu;AtLMU1QCtkD;;;;;;;;;;;;;;;;;;;;;;;;;;
3;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecadu;12;Réalisation de TDR;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PEC Adultes;R9Y8EzL94I7;;;30.28.Result TDR Palu;rdqOgNEbNdl;;;;;;;;;;;;;;;;;;;;;;;;;;
3;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecadu;13;Présence de Signe de gravité;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PEC Adultes;R9Y8EzL94I7;;;30.41.Presence signe de gravite;qhFpE8Rr8aR;;;;;;;;;;;;;;;;;;;;;;;;;;
3;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecadu;14;Code opération;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PEC Adultes;R9Y8EzL94I7;;;Code Opération;QEpj5yfYAej;;;;;Code Opération;QEpj5yfYAej;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;1;Code ASBC;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;oui;;30.1.Code ASBC;tJEGAbo90wB;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;2;code Personne;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;30.2.Code personne;JYoSCoz2VRf;Registre PRISE EN CHARGE;kFjVC6CTFrK;Code personne;vadegRbcklv;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;3;code PEC;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;code PEC;kvQS9gw12Rn;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;4;age en mois;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;age en mois;HkFRGHc6iYy;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;5;Date pec;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;oui;Date pec;I07qAGL6kfH;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;6;Toux / difficulté respiratoire;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Toux / difficulté respiratoire;lUHn2jpd3YU;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;7;Fièvre / Corps chaud;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Fièvre / Corps chaud;V8hnF1mIa2U;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;8;Diarrhée;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Diarrhée;V8hnF1mIa2U;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;9;Autre motif consultation;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Autre motif consultation;NlhwuPPU6cW;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;10;Danger incapable de boire ou téter;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Danger incapable de boire ou téter;l1fHMgZ5bFw;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;11;Danger vomit tout;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Danger vomit tout;OVIlz3FxZG6;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;12;Danger convulsions;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Danger convulsions;WCVNqViJByA;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;13;Danger léthargie;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Danger léthargie;wdGjjFn0KgC;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;14;toux;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;toux;WIKGCFAJ3iS;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;15;jours toux;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;jours toux;ODUPh6jk9hD;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;16;difficultés respiratoires;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;difficultés respiratoires;MgL8kdSeekj;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;17;jours difficultés respiratoires;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;jours difficultés respiratoires;pQRC9eUrE0h;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;18;Stridor;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Stridor;HNUaJQzpQaG;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;19;tirage sous-costal;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;tirage sous-costal;KpnWD44Fhwl;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;20;Respiration sifflante;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Respiration sifflante;Iw5T3iUcLP5;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;21;Nb respiration;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Nb respiration;x8bSHe6SMxr;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;22;diarrhée;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;diarrhée;VYVopMdGAAs;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;23;jours diarrhée;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;jours diarrhée;rnW8CzllYuA;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;24;Sang dans selles;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Sang dans selles;y4VU2V0I9KN;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;25;yeux enfoncés;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;yeux enfoncés;bmgEFOOSFln;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;26;assoiffé;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;30.24.Assoiffé;eZR9bBZJPTn;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;27;plis cutanés;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;plis cutanés;Hs2h6HKu1EP;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;28;Eruption généralisée;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Eruption généralisée;cdLUbTobdZX;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;29;Ecoulement nasal;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Ecoulement nasal;ws0HivMGjnQ;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;30;yeux rouge;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Yeux rouges;VH63nUjubD0;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;31;corps chaud;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;corps chaud;axgttkaB2Nt;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;32;jours corps chaud;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;jours corps chaud;ODUPh6jk9hD;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;33;Traitement paludisme simple;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Traitement palu simple disponible;AtLMU1QCtkD;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;34;Traitement paludisme grave;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Traitement palu grave disponible;Jv8m4EX0ABy;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;35;tdr paludisme;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;tdr paludisme;rdqOgNEbNdl;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;36;Urine foncées;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Urine foncées;hUneJr6kTs1;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;37;Ictère;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Ictère;eeeV2Om7TAs;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;38;Pâleur (paumes- plantes des pieds);Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;30.32.Pâleur (paumes- plantes des pieds);g9oVcV9n9g3;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;39;30.33. pâleur palmaire;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;30.33. pâleur palmaire;TX94eeTSzlp;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;40;PB;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;PB;JGjJQ2wnkgo;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;41;oedemes;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;oedemes;aB4o1z8rbhe;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;42;vaccins;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;vaccins;gKHOSpdCUcl;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;43;Vitamine A;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Vitamine A;fgz0UsKwKoz;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;44;Autres problèmes;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Autres problèmes;IYR6Y1t38V1;;;;;;;;;;;;;;;;;;;;;;;;;;
4;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecenf;50;Code opération;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Code Opération;QEpj5yfYAej;;;;;Code Opération;QEpj5yfYAej;;;;;;;;;;;;;;;;;;;;
6;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecdis;1;Code ASBC;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;oui;;30.1.Code ASBC;tJEGAbo90wB;;;;;;;;;;;;;;;;;;;;;;;;;;
6;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecdis;2;code Personne;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;30.2.Code personne;JYoSCoz2VRf;Registre PRISE EN CHARGE;kFjVC6CTFrK;Code personne;vadegRbcklv;;;;;;;;;;;;;;;;;;;;;;
6;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecdis;3;code PEC;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;30.3.Code de prise en charge;kvQS9gw12Rn;;;;;;;;;;;;;;;;;;;;;;;;;;
6;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecdis;4;Traitement palu simple dispensé;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;30.42 Traitement palu simple dispensé;MjBfEY9mB8a;;;;;;;;;;;;;;;;;;;;;;;;;;
6;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pecdis;5;Traitement palu grave dispensé;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;30.42 Traitement palu grave dispensé;fjG7sZOgySL;;;;;;;;;;;;;;;;;;;;;;;;;;
