ordreExecution;description;typePeriode;source_name;source_indicatorName;source_indicatorId;source_dataElementName;source_dataElementId;source_categorieComboName;source_categorieComboId;source_categorieComboOptionName;source_categorieComboOptionId;source_specifique;source_orgUnitName;source_orgUnitId;source_orgUnitGroupName;source_orgUnitGroupId;source_orgUnitOfProgramName;source_orgUnitOfProgramId;source_orgUnitOfDataSetName;source_orgUnitOfDataSetId;destination_name;destination_dataElementName;destination_dataElementId;destination_categorieComboName;destination_categorieComboId;destination_categorieComboOptionName;destination_categorieComboOptionId;destination_orgUnitName;destination_orgUnitId;destination_orgUnitGroupName;destination_orgUnitGroupId;destination_orgUnitOfProgramName;destination_orgUnitOfProgramId;destination_orgUnitOfDataSetName;destination_orgUnitOfDataSetId
1;EGRATUITE To EDM;MENSUELLE;EGRATUITE;NOMBRE D'ENQUETES SUR LA POLITIQUE DE GRATUITE EN EFSM;AgyXMdiuaV6;;;;;;;;;;;;Formulaire de revue documentaire;uyjsNEHy5v6;;;EDM;gratuite_ Nombre d'enquêtés sur la politique de gratuité en EFSM;EcoSdu0odl8;;;;;;;;;;;;
1;EGRATUITE To EDM;MENSUELLE;EGRATUITE;NOMBRE D'ENQUETES SUR LA POLITIQUE DE GRATUITE ENQUETE ASBC;ZaEOGY5Xxwp;;;;;;;;;;;;Formulaire de revue documentaire;uyjsNEHy5v6;;;EDM;gratuite_ Nombre d'enquêtés sur la politique de gratuité enquête ASBC;P3zqchQSL5O;;;;;;;;;;;;
1;EGRATUITE To EDM;MENSUELLE;EGRATUITE;NOMBRE D'ENQUETES SUR L'ACCUEIL EN EFSM;K8cNCWTPlZS;;;;;;;;;;;;Formulaire de revue documentaire;uyjsNEHy5v6;;;EDM;gratuite_ Nombre d'enquêtés sur l'accueil en EFSM;gZjFQjGBdnl;;;;;;;;;;;;
1;EGRATUITE To EDM;MENSUELLE;EGRATUITE;NOMBRE D'ENQUETES SUR L'ACCUEIL ENQUETE ASBC;B4FSINQV2MO;;;;;;;;;;;;Formulaire de revue documentaire;uyjsNEHy5v6;;;EDM;gratuite_ Nombre d'enquêtés sur l'accueil enquête ASBC;GNRQYYziOpy;;;;;;;;;;;;
1;EGRATUITE To EDM;MENSUELLE;EGRATUITE;NOMBRE D'ENQUETES SUR LE TEMPS D'ATTENTE EN EFSM;xy22YGyQza8;;;;;;;;;;;;Formulaire de revue documentaire;uyjsNEHy5v6;;;EDM;gratuite_ Nombre d'enquêtés sur le temps d'attente en EFSM;rZL0vZdQe09;;;;;;;;;;;;
1;EGRATUITE To EDM;MENSUELLE;EGRATUITE;NOMBRE D'ENQUETES SUR LE TEMPS D'ATTENTE ENQUETE ASBC;nIMuOVHBFDM;;;;;;;;;;;;Formulaire de revue documentaire;uyjsNEHy5v6;;;EDM;gratuite_ Nombre d'enquêtés sur le temps d'attente enquête ASBC;rwaqh4YUqaB;;;;;;;;;;;;
1;EGRATUITE To EDM;MENSUELLE;EGRATUITE;NOMBRE D'ENQUETES SUR LE TRAITEMENT REÇU EN EFSM;d90tbUSqW25;;;;;;;;;;;;Formulaire de revue documentaire;uyjsNEHy5v6;;;EDM;gratuite_ Nombre d'enquêtés sur le traitement reçu en EFSM;quV0B3to4xd;;;;;;;;;;;;
1;EGRATUITE To EDM;MENSUELLE;EGRATUITE;NOMBRE D'ENQUETES SUR LE TRAITEMENT REÇU ENQUETE ASBC;mhBBTmsXpYU;;;;;;;;;;;;Formulaire de revue documentaire;uyjsNEHy5v6;;;EDM;gratuite_ Nombre d'enquêtés sur le traitement reçu enquête ASBC;Kl8KcKoakJ8;;;;;;;;;;;;
1;EGRATUITE To EDM;MENSUELLE;EGRATUITE;NOMBRE D'ENQUETES SUR L'HYGIENE EN EFSM;a7bMzBeZ2yt;;;;;;;;;;;;Formulaire de revue documentaire;uyjsNEHy5v6;;;EDM;gratuite_ Nombre d'enquêtés sur l'hygiène en EFSM;bipMHVgcH3a;;;;;;;;;;;;
1;EGRATUITE To EDM;MENSUELLE;EGRATUITE;NOMBRE D'ENQUETES SUR L'HYGIENE ENQUETE ASBC;wekTpnleLMR;;;;;;;;;;;;Formulaire de revue documentaire;uyjsNEHy5v6;;;EDM;gratuite_ Nombre d'enquêtés sur l'hygiène enquête ASBC;G8ejzRLLlLC;;;;;;;;;;;;
