typePeriode;source_indicatorName;source_indicatorId;source_dataElementName;source_dataElementId;source_categorieComboName;source_categorieComboId;source_categorieComboOptionName;source_categorieComboOptionId;source_orgUnitName;source_orgUnitId;source_orgUnitGroupName;source_orgUnitGroupId;source_orgUnitOfProgramName;source_orgUnitOfProgramId;source_orgUnitOfDataSetName;source_orgUnitOfDataSetId;destination_dataElementName;destination_dataElementId;destination_categorieComboName;destination_categorieComboId;destination_categorieComboOptionName;destination_categorieComboOptionId;destination_orgUnitName;destination_orgUnitId;destination_orgUnitGroupName;destination_orgUnitGroupId;destination_orgUnitOfProgramName;destination_orgUnitOfProgramId;destination_orgUnitOfDataSetName;destination_orgUnitOfDataSetId
MENSUELLE;;;Mois_1.11 Sulfadoxine pyrimethamine;gbveYC7Eg90;;;;;;;;;;;Gestion intrant;nf6bFxkSUW5;Mois_1.11 Sulfadoxine pyrimethamine;gbveYC7Eg90;;;;;;;;;;;;
MENSUELLE;;;Mois_1.12 Fer acide folique;AIfj9lssXYy;;;;;;;;;;;Gestion intrant;nf6bFxkSUW5;Mois_1.12 Fer acide folique;AIfj9lssXYy;;;;;;;;;;;;
MENSUELLE;;;Mois_1.13 Micronutriments multiples;GbI7Z9Nkquy;;;;;;;;;;;Gestion intrant;nf6bFxkSUW5;Mois_1.13 Micronutriments multiples;GbI7Z9Nkquy;;;;;;;;;;;;
MENSUELLE;;;Mois_1.14 Poudre de micronutriments multiples;ko2P8ZiGOQZ;;;;;;;;;;;Gestion intrant;nf6bFxkSUW5;Mois_1.14 Poudre de micronutriments multiples;ko2P8ZiGOQZ;;;;;;;;;;;;
MENSUELLE;;;Mois_1.16 Contraceptifs oraux combines (COC);Jpkl21VAq1s;;;;;;;;;;;Gestion intrant;nf6bFxkSUW5;Mois_1.16 Contraceptifs oraux combines (COC);Jpkl21VAq1s;;;;;;;;;;;;
MENSUELLE;;;Mois_1.17 Contraceptifs oraux progestatifs (COP);BqV4KYpu2ev;;;;;;;;;;;Gestion intrant;nf6bFxkSUW5;Mois_1.17 Contraceptifs oraux progestatifs (COP);BqV4KYpu2ev;;;;;;;;;;;;
MENSUELLE;;;Mois_1.18 Condom masculin;syQjWEkRSEl;;;;;;;;;;;Gestion intrant;nf6bFxkSUW5;Mois_1.18 Condom masculin;syQjWEkRSEl;;;;;;;;;;;;
MENSUELLE;;;Mois_1.19 Condom feminin;C2c1P33Rnha;;;;;;;;;;;Gestion intrant;nf6bFxkSUW5;Mois_1.19 Condom feminin;C2c1P33Rnha;;;;;;;;;;;;
MENSUELLE;;;Mois_1.20 DMPA sc (Sayana press);QF2MPmxEtj3;;;;;;;;;;;Gestion intrant;nf6bFxkSUW5;Mois_1.20 DMPA sc (Sayana press);QF2MPmxEtj3;;;;;;;;;;;;
MENSUELLE;;;Mois_1.21 TDR pour Paludisme;RVcODmzXx8f;;;;;;;;;;;Gestion intrant;nf6bFxkSUW5;Mois_1.21 TDR pour Paludisme;RVcODmzXx8f;;;;;;;;;;;;
MENSUELLE;;;Mois_1.15 Kit sro zinc;jXgb8mmiKzp;;;;;;;;;;;Gestion intrant;nf6bFxkSUW5;Mois_1.15 Kit sro zinc;jXgb8mmiKzp;;;;;;;;;;;;
MENSUELLE;;;Mois_1.22 Gants en vrac;PK0CzrHDFrp;;;;;;;;;;;Gestion intrant;nf6bFxkSUW5;Mois_1.22 Gants en vrac;PK0CzrHDFrp;;;;;;;;;;;;
