typePeriode;source_indicatorName;source_indicatorId;source_dataElementName;source_dataElementId;source_categorieComboName;source_categorieComboId;source_categorieComboOptionName;source_categorieComboOptionId;source_orgUnitName;source_orgUnitId;source_orgUnitGroupName;source_orgUnitGroupId;source_orgUnitOfProgramName;source_orgUnitOfProgramId;source_orgUnitOfDataSetName;source_orgUnitOfDataSetId;destination_dataElementName;destination_dataElementId;destination_categorieComboName;destination_categorieComboId;destination_categorieComboOptionName;destination_categorieComboOptionId;destination_orgUnitName;destination_orgUnitId;destination_orgUnitGroupName;destination_orgUnitGroupId;destination_orgUnitOfProgramName;destination_orgUnitOfProgramId;destination_orgUnitOfDataSetName;destination_orgUnitOfDataSetId
;;;TB - Rifapentine 300 mg + Isoniazide 300 mg cp unitaire;eyw7GrNlt91;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;Molécule-HP( rifapentine+isoniazide) 300/300mg cp -B/36;z7JFxDcsr8Y;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;TB - Rifampicine+Isoniazide (RH) (75/50) mg cp dispersible.;lY1m7CfnlYc;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;Molécule-RH (rifanpicine+isoniazide ) 75/50mg cp disp-B/84;UMSkXhI248P;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;VIH - LOPINAVIR 200 + RITONAVIR 50 BTE/120 cp;IpuAUAbj8jP;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;Molécule-LPV/r 200/50 -B120;uJ3ntXNbgJY;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;VIH - LOPINAVIR 40 mg/ RITONAVIR 10 mg B/120;O32tkriaR3C;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;Molécule-LPV/r 40/10 -B120;qSRfPyzCJeN;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;VIH - NEVIRAPINE 50MG/5ML FL/100 ML;C7valKgB0pg;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;Molécule-NVP sup 50mg/5ml -Flacon/100ml;td0pcHzm67y;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;VIH - RALTEGRAVIR 400 BTE/60 cp;r3ZJ3QKJVSg;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;Molécule-RAL 400 -B60;aCwoSzhosm1;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;VIH - RITONAVIR 100 cp B/60 cp;fuqCcYMT5wS;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;Molécule-RTV 100 -B60;p0IZFw2GkKy;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;VIH - SOFOSBUVIR/DACLASTAVIR 400/60 mg Cp. Bte /28;NfNXW2arcjL;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;Molécule-SOFOSBUVIR/DACLASTAVIR 400/60 -B28;XGv6G01u655;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;VIH - TENOFOVIR 300 BTE/30 cp;yPdCgClQX8z;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;Molécule-TDF 300 -B30;cQexHVwHsY6;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;VIH - TENOFOVIR 300 + LAMIVUDINE 300 BTE/30 cp;qIZaKC9F7FZ;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;Molécule-TDF/3TC 300/300 -B30;ZtLS2qW1pSM;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;VIH - TENOFOVIR / LAMIVUDINE/ DOLUTEGRAVIR 300/300/50 mg cp, bte/180;Om0fSFGvWcm;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;Molécule-TDF/3TC/DTG 300/300/50 -B180;wsH0BTV1nNe;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;VIH - TENOFOVIR 300mg+LAMIDUVINE 300mg+DOLUTEGRAVIR 50mg B/90;eZ1jMqtdrLl;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;Molécule-TDF/3TC/DTG 300/300/50 -B90;COtxXNHZREv;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;VIH - TENOFOVIR 300mg+LAMIDUVINE 300mg+DOLUTEGRAVIR 50mg B/30;MY3PBfgQaep;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;Molécule-TDF/3TC/DTG 300/300/50- B30;PhY04jMvk8o;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;VIH - Cryotubes stériles 1,8ml avec capuchon blanc à vis externe et plage d'écriture, Pqt/100;DakJr4fZfIC;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;VIH-Cryotubes steriles 1,8 ml Ã vis externe Rnase Dnase free avec zone de marquage-Pqt100;RX62Ds1DJyJ;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;VIH - KIT COBAS OMNI 58/68/8800 HIV 192T IVD;rt30mU30ECt;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;VIH-KIT COBAS 5800/6800/8800 HIV 192T IVD-192t;EDJ0wQ8N2G8;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;VIH - ROCHE KIT COBAS HIV-1 4800SYSTEM;aNb0NO5y9g9;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;VIH-KIT COBAS 4800 HIV-1 120T CE-IVD-120 t;hwk3QjnBfbx;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;VIH - CYFLOW CD4 Easy count Kit, kit/100 tests;gm2hCju35n0;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;VIH-Kit CD4 Easy count Cyflow;OX2Bws2ZtqO;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;VIH - Standard Q HIV/Syphilis Combo Test;ce9FFaYeeeO;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;VIH-Kit test Duo HIV/Syphilis-Pqt 100 Test;i5T8wSbzUgd;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;VIH - OraQuick HIV-Test;DhRtkR8ZJ2I;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;VIH-Oraquick Test;vLnTnvT4dm5;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;VIH - ONSITE HIV- 1/2;ZQLPjX1I6vr;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;VIH-Test VIH discriminant n°1/ Standard Q HIV ½ / One site-Pqt 25Test;oP3buyiMXWl;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;VIH - IMMUNO-FLOW HIV1-HIV2,Bte/25 tests;ZxQRQoaTOea;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;VIH-Test VIH discriminant n°2/One Step HIV ½ / Immunoflow-Pqt 25 Test;yiNrzwZsmos;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;VIH - Tubes EDTA 4,5 ml stériles unitaires;bww7cyyaUrQ;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;VIH-Tubes EDTA 4,5 ml stériles-Bte100;VFr8EqmXcel;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;VIH - Kit XPERT HIV-1,QUAL,CE-IVD,10-TEST;eyF2g008B7L;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;VIH-Xpert HIV 1 Qual Assay XR-P10;FnrZXs0mSAd;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;VIH - Kit XPERT HIV-1 Viral load, QUANT,CE-IVD, 10-TEST;BrmBDBBTzMv;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;VIH-Xpert HIV 1 Viral Load-P10;yuOIztSEs7k;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;"VIH - ABBOTT m-Pima-1/2 Detect ; unité";M8GouTcmP6M;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;VIH-mPIMA HIV 1/2 detect -P10;ch0EKm7VFbI;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;VIH - RALTEGRAVIR 400 BTE/60 cp;r3ZJ3QKJVSg;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;RAL400mg Cp;aCwoSzhosm1;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;VIH - Cotrimoxazole 240mg/5ml sirop_QUANTITE DISPONIBLE ET UTILISABLE AU DEBUT;OTtJ9QhXyPm;;;;;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;Molécule-CTX240mg/5ml sirop;cOL5UPUfVsb;;;Quantité disponible et utilisable en début de période;JumQxAmfKZn;;;;;;;;
;VIH - Determine HIV 1/2_QUANTITE DISPONIBLE ET UTILISABLE AU DEBUT;itKIfGzzEh5;;;;;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;VIH-Kit Determine HIV Early Detect Set, (Coumbo Alere)-Pqt 100 Test;GZ3qlaynR5c;;;Quantité disponible et utilisable en début de période;JumQxAmfKZn;;;;;;;;
;VIH - FACS PRESTO Test_QUANTITE DISPONIBLE ET UTILISABLE AU DEBUT;lvcf2yNR0yN;;;;;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;VIH-Kit Presto test;q48QVZHw8f6;;;Quantité disponible et utilisable en début de période;JumQxAmfKZn;;;;;;;;
;VIH - SD Bioline HBSAG WB B/30-Test rapide Ag Hbs- Bte/100_QUANTITE DISPONIBLE ET UTILISABLE AU DEBUT;qVPu75Ep4Tu;;;;;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;VIH-TDR Hépatite B-Pqt Test;aCZFv3JEozl;;;Quantité disponible et utilisable en début de période;JumQxAmfKZn;;;;;;;;
;VIH - SD Bioline HCV B/25-Test rapide Ac HCV-Bte/100_QUANTITE DISPONIBLE ET UTILISABLE AU DEBUT;s72CkSS84Eb;;;;;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;VIH-TDR Hépatite C Test;rrvEpXbkM98;;;Quantité disponible et utilisable en début de période;JumQxAmfKZn;;;;;;;;
