description;typePeriode;fis_typeData;fis_slug;fis_elementKey;fis_elementName;fis_elementId;fis_groupeCode;fis_valueKey;fis_structureKey;dhis_dataElementName;dhis_dataElementId;dhis_categorieComboName;dhis_categorieComboId;dhis_categorieComboOptionName;dhis_categorieComboOptionId;dhis_orgUnitKey
;MENSUELLE;indicateurs;produit;libelle;FIS_Cout total de médicament;FIS_Cout total de médicament;;cout_total_prod;id_structure;FIS_Cout total de médicament;sNqsk0dnWy5;;;;;uuid_edm_pres
;MENSUELLE;indicateurs;produit;libelle;Quantite total de médicament;quantite_total_prod;;cout_total_pro;id_structure;FIS_Quantite total de médicament;ksbJYiuvSHt;;;;;uuid_edm_pres
;MENSUELLE;indicateurs;factures-no-contact;id_prestation;Nombre total de factures pour accouchement et intervention obstétricale;2;;nbre_total_fact;id_structure;FIS_Nombre total de factures pour accouchement et intervention obstétricale;cTiRqQ8Qbde;;;;;uuid_edm_pres
;MENSUELLE;indicateurs;factures-no-contact;id_prestation;Nombre total de factures sans contact pour accouchement et intervention obstétricale;2;;nombre_fact_no_tel;id_structure;FIS_Nombre total de factures sans contact pour accouchement et intervention obstétricale;qqZTIoCPj7U;;;;;uuid_edm_pres
;MENSUELLE;indicateurs;factures-no-contact;id_prestation;Nombre total de factures pour Dépistage des lésions précancéreuse;3;;nbre_total_fact;id_structure;FIS_Nombre total de factures pour Dépistage des lésions précancéreuse;pK4SBE91KHJ;;;;;uuid_edm_pres
;MENSUELLE;indicateurs;factures-no-contact;id_prestation;Nombre total de factures sans contact pour Dépistage des lésions précancéreuse;3;;nombre_fact_no_tel;id_structure;FIS_Nombre total de factures sans contact pour Dépistage des lésions précancéreuse;I7OZHeZC5m8;;;;;uuid_edm_pres
;MENSUELLE;indicateurs;factures-no-contact;id_prestation;Nombre total de factures pour Enfants moins de cinq (05) ans;4;;nbre_total_fact;id_structure;FIS_Nombre total de factures pour Enfants moins de cinq (05) ans;Acf7jHXm73L;;;;;uuid_edm_pres
;MENSUELLE;indicateurs;factures-no-contact;id_prestation;Nombre total de factures sans contact pour Enfants moins de cinq (05) ans;4;;nombre_fact_no_tel;id_structure;FIS_Nombre total de factures sans contact pour Enfants moins de cinq (05) ans;Fp86aXpeqP8;;;;;uuid_edm_pres
;MENSUELLE;indicateurs;factures-no-contact;id_prestation;Nombre total de factures pour Planification familiale;5;;nbre_total_fact;id_structure;FIS_Nombre total de factures pour Planification familiale;zIZMR7h0bkV;;;;;uuid_edm_pres
;MENSUELLE;indicateurs;factures-no-contact;id_prestation;Nombre total de factures sans contact pour Planification familiale;5;;nombre_fact_no_tel;id_structure;FIS_Nombre total de factures sans contact pour Planification familiale;hzualoQNo3i;;;;;uuid_edm_pres
;MENSUELLE;indicateurs;factures-no-contact;id_prestation;Nombre total de factures pour Soins pendant la grossesse;1;;nbre_total_fact;id_structure;FIS_Nombre total de factures pour Soins pendant la grossesse;txhBm8e8BLG;;;;;uuid_edm_pres
;MENSUELLE;indicateurs;factures-no-contact;id_prestation;Nombre total de factures sans contact pour Soins pendant la grossesse;1;;nombre_fact_no_tel;id_structure;FIS_Nombre total de factures sans contact pour Soins pendant la grossesse;P0tCoo72rcA;;;;;uuid_edm_pres
