typePeriode;source_indicatorName;source_indicatorId;source_dataElementName;source_dataElementId;source_categorieComboName;source_categorieComboId;source_categorieComboOptionName;source_categorieComboOptionId;source_dimensionName;source_dimensionId;source_orgUnitName;source_orgUnitId;source_orgUnitGroupName;source_orgUnitGroupId;source_orgUnitOfProgramName;source_orgUnitOfProgramId;source_orgUnitOfDataSetName;source_orgUnitOfDataSetId;destination_dataElementName;destination_dataElementId;destination_categorieComboName;destination_categorieComboId;destination_categorieComboOptionName;destination_categorieComboOptionId;destination_orgUnitName;destination_orgUnitId;destination_orgUnitGroupName;destination_orgUnitGroupId;destination_orgUnitOfProgramName;destination_orgUnitOfProgramId;destination_orgUnitOfDataSetName;destination_orgUnitOfDataSetId
TRIMESTRIELLE;;;TB - Pyrazinamide (Z) 150 mg cp dispersible;M0kbFWeIbV0;DCAPS_VARIABLES;D9URQhBFIKO;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Pyrazinamide 150 mg Comprime;T5Kel11OnFt;Produits TB & VIH;t014WNt683s;;;;;;;;;;
TRIMESTRIELLE;;;TB - Rifampicine+Isoniazide (RH) (150/75) mg cp;DfjLAPxFe0R;DCAPS_VARIABLES;D9URQhBFIKO;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-RH 150/75 mg Comprime;GfZMzeXquNb;Produits TB & VIH;t014WNt683s;;;;;;;;;;
TRIMESTRIELLE;;;TB - Rifampicine+Isoniazide (RH) (75/50) mg cp dispersible.;lY1m7CfnlYc;DCAPS_VARIABLES;D9URQhBFIKO;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-RH 75/50 mg Comprime;gvUjxTNXThp;Produits TB & VIH;t014WNt683s;;;;;;;;;;
TRIMESTRIELLE;;;TB - Rifampicine+Isoniazide+ Pyrazinamide (RHZ) (75/50/150) mg cp;sh8pGXbZYl1;DCAPS_VARIABLES;D9URQhBFIKO;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-RHZ 75/50/150 mg Comprime;uOOaVpEJMHz;Produits TB & VIH;t014WNt683s;;;;;;;;;;
TRIMESTRIELLE;;;TB - Rifampicine+Isoniazide+ Pyrazinamide+Ethambutol (RHZE) (150/75/400/275) mg cp.;ftzGuCwHbRS;DCAPS_VARIABLES;D9URQhBFIKO;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-RHZE 150/75/400/275 mg Comprime;mRQf2vlE3gV;Produits TB & VIH;t014WNt683s;;;;;;;;;;
TRIMESTRIELLE;TB - Alcool-acide Auramine 0.5%_QUANTITE RECUE;i8KhZNC8QZT;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Alcool-acide Auramine;PwDeNGVhNKP;;;Quantité reçue au cours de période;EzS3Dx3y8hP;;;;;;;;
TRIMESTRIELLE;TB - Alcool-acide Auramine 0.5%_QUANTITE LIVREE;OCBhTslGMAc;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Alcool-acide Auramine;PwDeNGVhNKP;;;Quantité distribuée aux patients au cours de la période;lBltZ65GUUH;;;;;;;;
TRIMESTRIELLE;TB - Alcool-acide Auramine 0.5%_QUANTITE PERIMEE;FWICw8qzFEz;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Alcool-acide Auramine;PwDeNGVhNKP;;;Quantité périmée au cours de la période;STOzMpWFByG;;;;;;;;
TRIMESTRIELLE;TB - Alcool-acide Auramine 0.5%_QUANTITE AUTRES PERTES;VyhUjWhVjfG;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Alcool-acide Auramine;PwDeNGVhNKP;;;Autres pertes au cours de la période;TjJKEtBQHXQ;;;;;;;;
TRIMESTRIELLE;TB - Alcool-acide Auramine 0.5%_NOMBRE DE JOURS DE RUPTURE DE STOCK;HOzIp3CpFal;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Alcool-acide Auramine;PwDeNGVhNKP;;;Nombre de jours de rupture au cours de la période dans la FS;CiIxqakydgY;;;;;;;;
TRIMESTRIELLE;TB - Auramine O Litre_QUANTITE RECUE;u1lmwIf1eLw;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Auramine O Litre;vv37BKO7XEV;;;Quantité reçue au cours de période;EzS3Dx3y8hP;;;;;;;;
TRIMESTRIELLE;TB - Auramine O Litre_QUANTITE LIVREE;kKSFl8GjmG1;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Auramine O Litre;vv37BKO7XEV;;;Quantité distribuée aux patients au cours de la période;lBltZ65GUUH;;;;;;;;
TRIMESTRIELLE;TB - Auramine O Litre_QUANTITE PERIMEE;Ivcc0f3TkUN;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Auramine O Litre;vv37BKO7XEV;;;Quantité périmée au cours de la période;STOzMpWFByG;;;;;;;;
TRIMESTRIELLE;TB - Auramine O Litre_QUANTITE AUTRES PERTES;gSwtDuP2Kcf;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Auramine O Litre;vv37BKO7XEV;;;Autres pertes au cours de la période;TjJKEtBQHXQ;;;;;;;;
TRIMESTRIELLE;TB - Auramine O Litre_NOMBRE DE JOURS DE RUPTURE DE STOCK;PMpe965NFUf;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Auramine O Litre;vv37BKO7XEV;;;Nombre de jours de rupture au cours de la période dans la FS;CiIxqakydgY;;;;;;;;
TRIMESTRIELLE;TB - Bleu de methylene Litre_QUANTITE RECUE;t5jSN4lRdwy;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Bleu de methylene Litre;ZBFzKV0mcNb;;;Quantité reçue au cours de période;EzS3Dx3y8hP;;;;;;;;
TRIMESTRIELLE;TB - Bleu de methylene Litre_QUANTITE LIVREE;YuT0ShF7a1W;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Bleu de methylene Litre;ZBFzKV0mcNb;;;Quantité distribuée aux patients au cours de la période;lBltZ65GUUH;;;;;;;;
TRIMESTRIELLE;TB - Bleu de methylene Litre_QUANTITE PERIMEE;keWdNnMeYWV;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Bleu de methylene Litre;ZBFzKV0mcNb;;;Quantité périmée au cours de la période;STOzMpWFByG;;;;;;;;
TRIMESTRIELLE;TB - Bleu de methylene Litre_QUANTITE AUTRES PERTES;g8rNjNSfUgu;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Bleu de methylene Litre;ZBFzKV0mcNb;;;Autres pertes au cours de la période;TjJKEtBQHXQ;;;;;;;;
TRIMESTRIELLE;TB - Bleu de methylene Litre_NOMBRE DE JOURS DE RUPTURE DE STOCK;eMERhPiPUmd;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Bleu de methylene Litre;ZBFzKV0mcNb;;;Nombre de jours de rupture au cours de la période dans la FS;CiIxqakydgY;;;;;;;;
TRIMESTRIELLE;TB - Fuschine de Ziehl Litre_QUANTITE RECUE;eEBEmUeEEge;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Alcool-acide Litre;n18nWVCTZmM;;;Quantité reçue au cours de période;EzS3Dx3y8hP;;;;;;;;
TRIMESTRIELLE;TB - Fuschine de Ziehl Litre_QUANTITE LIVREE;SvAyVknG8Dh;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Alcool-acide Litre;n18nWVCTZmM;;;Quantité distribuée aux patients au cours de la période;lBltZ65GUUH;;;;;;;;
TRIMESTRIELLE;TB - Fuschine de Ziehl Litre_QUANTITE PERIMEE;eYHaZvetKBP;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Alcool-acide Litre;n18nWVCTZmM;;;Quantité périmée au cours de la période;STOzMpWFByG;;;;;;;;
TRIMESTRIELLE;TB - Fuschine de Ziehl Litre_QUANTITE AUTRES PERTES;DPdU5nSP5hg;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Alcool-acide Litre;n18nWVCTZmM;;;Autres pertes au cours de la période;TjJKEtBQHXQ;;;;;;;;
TRIMESTRIELLE;TB - Fuschine de Ziehl Litre_NOMBRE DE JOURS DE RUPTURE DE STOCK;zlKn9c7mJVz;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Alcool-acide Litre;n18nWVCTZmM;;;Nombre de jours de rupture au cours de la période dans la FS;CiIxqakydgY;;;;;;;;
TRIMESTRIELLE;TB - Lames porte-objets_QUANTITE RECUE;yCgIEjtnWe8;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Lames porte-objets;FBqf6KywUou;;;Quantité reçue au cours de période;EzS3Dx3y8hP;;;;;;;;
TRIMESTRIELLE;TB - Lames porte-objets_QUANTITE LIVREE;J2hx6qCROCR;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Lames porte-objets;FBqf6KywUou;;;Quantité distribuée aux patients au cours de la période;lBltZ65GUUH;;;;;;;;
TRIMESTRIELLE;TB - Lames porte-objets_QUANTITE PERIMEE;eUCzgZO4F8f;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Lames porte-objets;FBqf6KywUou;;;Quantité périmée au cours de la période;STOzMpWFByG;;;;;;;;
TRIMESTRIELLE;TB - Lames porte-objets_QUANTITE AUTRES PERTES;ZRC3fXKU6o2;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Lames porte-objets;FBqf6KywUou;;;Autres pertes au cours de la période;TjJKEtBQHXQ;;;;;;;;
TRIMESTRIELLE;TB - Lames porte-objets_NOMBRE DE JOURS DE RUPTURE DE STOCK;mEPiR8mzD61;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Lames porte-objets;FBqf6KywUou;;;Nombre de jours de rupture au cours de la période dans la FS;CiIxqakydgY;;;;;;;;
TRIMESTRIELLE;TB - Clofazimine 50mg comp_QUANTITE RECUE;VZo91yYAtME;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Clofazimine 50 mg Comprime;lgKwLEJ0hPa;;;Quantité reçue au cours de période;EzS3Dx3y8hP;;;;;;;;
TRIMESTRIELLE;TB - Clofazimine 50mg comp_QUANTITE LIVREE;NnFMZT1zd25;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Clofazimine 50 mg Comprime;lgKwLEJ0hPa;;;Quantité distribuée aux patients au cours de la période;lBltZ65GUUH;;;;;;;;
TRIMESTRIELLE;TB - Clofazimine 50mg comp_QUANTITE PERIMEE;sXwzDeO1Szu;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Clofazimine 50 mg Comprime;lgKwLEJ0hPa;;;Quantité périmée au cours de la période;STOzMpWFByG;;;;;;;;
TRIMESTRIELLE;TB - Clofazimine 50mg comp_QUANTITE AUTRES PERTES;yiVeODk6I1f;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Clofazimine 50 mg Comprime;lgKwLEJ0hPa;;;Autres pertes au cours de la période;TjJKEtBQHXQ;;;;;;;;
TRIMESTRIELLE;TB - Clofazimine 50mg comp_NOMBRE DE JOURS DE RUPTURE DE STOCK;Ru96Kj5TDH3;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Clofazimine 50 mg Comprime;lgKwLEJ0hPa;;;Nombre de jours de rupture au cours de la période dans la FS;CiIxqakydgY;;;;;;;;
