typePeriode;source_indicatorName;source_indicatorId;source_dataElementName;source_dataElementId;source_categorieComboName;source_categorieComboId;source_categorieComboOptionName;source_categorieComboOptionId;source_orgUnitName;source_orgUnitId;source_orgUnitGroupName;source_orgUnitGroupId;source_orgUnitOfProgramName;source_orgUnitOfProgramId;source_orgUnitOfDataSetName;source_orgUnitOfDataSetId;destination_dataElementName;destination_dataElementId;destination_categorieComboName;destination_categorieComboId;destination_categorieComboOptionName;destination_categorieComboOptionId;destination_orgUnitName;destination_orgUnitId;destination_orgUnitGroupName;destination_orgUnitGroupId;destination_orgUnitOfProgramName;destination_orgUnitOfProgramId;destination_orgUnitOfDataSetName;destination_orgUnitOfDataSetId
MENSUELLE;;;MEG - Amlodipine 5mg comp blister;fwf6R3oDLmK;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;Intrant- Amlodipine 5mg cp;XrPPeKLZHlr;Produits TB & VIH;t014WNt683s;;;;;;;;;;
MENSUELLE;;;MEG - Atenolol 50mg comp blister;uSA3fdzWVhi;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;Intrant- Atenolol 50mg cp;c3R7kct36yC;Produits TB & VIH;t014WNt683s;;;;;;;;;;
MENSUELLE;;;MEG - Chlorphéniramine maléate 4mg comp blister;dode9HASFz5;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;Intrant- Chlorpheniramine 4mg cp;n2MnKHADXzt;Produits TB & VIH;t014WNt683s;;;;;;;;;;
MENSUELLE;;;MEG - Fluconazole 150mg gélule blister;kXZiUas7SEo;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;Intrant- Fluconazole 150 mg gelule;eCon2Nz9iXk;Produits TB & VIH;t014WNt683s;;;;;;;;;;
MENSUELLE;;;MEG - Gentamycine 0,3% collyre Fl/5ml, unitarisé;wotDyrKvecP;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;Intrant- Gentamycine 0,30% Collyre;Dh7HvGMDMIN;Produits TB & VIH;t014WNt683s;;;;;;;;;;
MENSUELLE;;;MEG - Hydroxyde d’aluminium 500mg comp blister;VrSdeKH30jF;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;Intrant- Hydroxyde d’aluminium 500mg cp;mBBjFCHSw4m;Produits TB & VIH;t014WNt683s;;;;;;;;;;
MENSUELLE;;;MEG - Métronidazole 500mg ovule gynéco blister;kS4Ffyi5L4S;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;Intrant- Metronidazole gyneco 500mg cp;DyEtpUFdOtv;Produits TB & VIH;t014WNt683s;;;;;;;;;;
MENSUELLE;;;MEG - Miconazole gynecologique 400mg ovule;xfPSSOq0kHU;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;Intrant- Miconazole ovule gyneco 400mg cp;MECJeooSp0z;Produits TB & VIH;t014WNt683s;;;;;;;;;;
MENSUELLE;;;MEG - Metformine 850mg comp blister;fPSJ4kHAxtZ;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;Intrant- Metformine 850 mg cp;VQEslucJkNE;Produits TB & VIH;t014WNt683s;;;;;;;;;;
MENSUELLE;;;MEG - Metformine 500mg comp blister;jUVHzvaKOG0;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;Intrant- Metformine 500 mg cp;dnkn2l3dIhH;Produits TB & VIH;t014WNt683s;;;;;;;;;;
MENSUELLE;;;MEG - Nifédipine 20mg comp à libération prolongée blister;lAjAqhIx7aZ;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;Intrant- Nifedipine 20mg cp;ZkD9OieIxLg;Produits TB & VIH;t014WNt683s;;;;;;;;;;
MENSUELLE;;;MEG - Oméprazole 20mg gélule blister;kL7kSDg5STW;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;Intrant- Omeprazole 20mg gelule;ehoQDekzWbN;Produits TB & VIH;t014WNt683s;;;;;;;;;;
MENSUELLE;;;MEG - Salbutamol 0,1mg/dose, aérosol, Fl/200 doses, unitarisé;Nk1apwFmsDT;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;Intrant- Salbutamol inhalation 100ug/dose dose;BxnN5ks3M99;Produits TB & VIH;t014WNt683s;;;;;;;;;;
MENSUELLE;;;MEG - Vitamines B1+ B6 (250+250)mg comp blister;BH2hoZSAauG;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;Intrant-Vitamine B1 + vitamine B6 250/250mg cp;URtF3ql9eup;Produits TB & VIH;t014WNt683s;;;;;;;;;;
