typePeriode;source_indicatorName;source_indicatorId;source_dataElementName;source_dataElementId;source_categorieComboName;source_categorieComboId;source_categorieComboOptionName;source_categorieComboOptionId;source_dimensionName;source_dimensionId;source_orgUnitName;source_orgUnitId;source_orgUnitGroupName;source_orgUnitGroupId;source_orgUnitOfProgramName;source_orgUnitOfProgramId;source_orgUnitOfDataSetName;source_orgUnitOfDataSetId;destination_dataElementName;destination_dataElementId;destination_categorieComboName;destination_categorieComboId;destination_categorieComboOptionName;destination_categorieComboOptionId;destination_orgUnitName;destination_orgUnitId;destination_orgUnitGroupName;destination_orgUnitGroupId;destination_orgUnitOfProgramName;destination_orgUnitOfProgramId;destination_orgUnitOfDataSetName;destination_orgUnitOfDataSetId
;;;TB - Isoniazide (H) 100 mg cp.;wNBJAcimCkn;DCAPS_VARIABLES;D9URQhBFIKO;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-H 100 mg Comprime;Y6U09BNNxCj;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;TB - Isoniazide (H) 300 mg cp.;keWfEjSNFei;DCAPS_VARIABLES;D9URQhBFIKO;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-H 300 mg Comprime;jKAEgvFN8wD;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;TB - Levofloxacine 100mg cp, blister, dispersible;MzAAHaAvR3M;DCAPS_VARIABLES;D9URQhBFIKO;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Levofloxacine 100 mg Comprime;pbDsLsCEJSO;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;TB - Levofloxcine (Lfx) 250 mg cp.;b7aLKoH7O9K;DCAPS_VARIABLES;D9URQhBFIKO;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Levofloxacine 250 mg Comprime;lXbugfvdFBm;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;TB - Linezolid 600mg bte/10;gLR8XWJeEAm;DCAPS_VARIABLES;D9URQhBFIKO;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Linezolide 600 mg;XlBWCW4hBTq;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;TB - Linezolid 150mg dispersible tablet;dxgqPWrXGDH;DCAPS_VARIABLES;D9URQhBFIKO;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Linezolide 150 mg;SixpRA4cOX0;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;TB - Moxifloxacine (Mfx) 400mg cp.;PyzUbVw2gRQ;DCAPS_VARIABLES;D9URQhBFIKO;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Moxifloxacine 400 mg Comprime;mV21Z80hZOd;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;TB - Prothionamide (Pto) 250 mg cp;I7fxHuuIQek;DCAPS_VARIABLES;D9URQhBFIKO;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Prothionamide 250 mg Comprime;WnfREVzADyy;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;TB - Pretomanid 200 mg Cp;PP4fG29GrC0;DCAPS_VARIABLES;D9URQhBFIKO;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Pretomanide 200 mg;AMRP7HQeJ8V;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;TB - Pyrazinamide (Z) 400 mg cp.;gGbA42iJLmY;DCAPS_VARIABLES;D9URQhBFIKO;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Pyrazinamide 400 mg Comprime;OybjAKaaByQ;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;TB - Pyrazinamide (Z) 150 mg cp dispersible;M0kbFWeIbV0;DCAPS_VARIABLES;D9URQhBFIKO;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Pyrazinamide 150 mg Comprime;T5Kel11OnFt;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;TB - Rifampicine+Isoniazide (RH) (150/75) mg cp;DfjLAPxFe0R;DCAPS_VARIABLES;D9URQhBFIKO;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-RH 150/75 mg Comprime;GfZMzeXquNb;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;TB - Rifampicine+Isoniazide (RH) (75/50) mg cp dispersible.;lY1m7CfnlYc;DCAPS_VARIABLES;D9URQhBFIKO;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-RH 75/50 mg Comprime;gvUjxTNXThp;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;TB - Rifampicine+Isoniazide+ Pyrazinamide (RHZ) (75/50/150) mg cp;sh8pGXbZYl1;DCAPS_VARIABLES;D9URQhBFIKO;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-RHZ 75/50/150 mg Comprime;uOOaVpEJMHz;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;TB - Rifampicine+Isoniazide+ Pyrazinamide+Ethambutol (RHZE) (150/75/400/275) mg cp.;ftzGuCwHbRS;DCAPS_VARIABLES;D9URQhBFIKO;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-RHZE 150/75/400/275 mg Comprime;mRQf2vlE3gV;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;TB - Alcool-acide Auramine 0.5%_QUANTITE DISPONIBLE ET UTILISABLE AU DEBUT;Yl8crspm202;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Alcool-acide Auramine;PwDeNGVhNKP;;;Quantité disponible et utilisable en début de période;JumQxAmfKZn;;;;;;;;
;TB - Auramine O Litre_QUANTITE DISPONIBLE ET UTILISABLE AU DEBUT;HHpRUtRKOBS;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Auramine O Litre;vv37BKO7XEV;;;Quantité disponible et utilisable en début de période;JumQxAmfKZn;;;;;;;;
;TB - Bleu de methylene Litre_QUANTITE DISPONIBLE ET UTILISABLE AU DEBUT;HlJPjgVobiG;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Bleu de methylene Litre;ZBFzKV0mcNb;;;Quantité disponible et utilisable en début de période;JumQxAmfKZn;;;;;;;;
;TB - Fuschine de Ziehl Litre_QUANTITE DISPONIBLE ET UTILISABLE AU DEBUT;oOxg7k8JDo5;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Alcool-acide Litre;n18nWVCTZmM;;;Quantité disponible et utilisable en début de période;JumQxAmfKZn;;;;;;;;
;TB - Lames porte-objets_QUANTITE DISPONIBLE ET UTILISABLE AU DEBUT;cUCfgHpreJy;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Lames porte-objets;FBqf6KywUou;;;Quantité disponible et utilisable en début de période;JumQxAmfKZn;;;;;;;;
;TB - Clofazimine 50mg comp_QUANTITE DISPONIBLE ET UTILISABLE AU DEBUT;DunFW59swiV;;;;;;;DRD FACILITY;g0Gyxccwfzq:YuECXO8V4mr;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Clofazimine 50 mg Comprime;lgKwLEJ0hPa;;;Quantité disponible et utilisable en début de période;JumQxAmfKZn;;;;;;;;
