ordreExecution;description;typePeriode;source_name;source_indicatorName;source_indicatorId;source_dataElementName;source_dataElementId;source_categorieComboName;source_categorieComboId;source_categorieComboOptionName;source_categorieComboOptionId;source_orgUnitName;source_orgUnitId;source_orgUnitGroupName;source_orgUnitGroupId;source_orgUnitOfProgramName;source_orgUnitOfProgramId;source_orgUnitOfDataSetName;source_orgUnitOfDataSetId;destination_name;destination_dataElementName;destination_dataElementId;destination_categorieComboName;destination_categorieComboId;destination_categorieComboOptionName;destination_categorieComboOptionId;destination_orgUnitName;destination_orgUnitId;destination_orgUnitGroupName;destination_orgUnitGroupId;destination_orgUnitOfProgramName;destination_orgUnitOfProgramId;destination_orgUnitOfDataSetName;destination_orgUnitOfDataSetId
1;DRD;MENSUELLE;NETSIGL_TEST;;;TB - Solution de Fuchsine de ziehl/Phéniquée, Fl-1l.;ej9ojMKfQsJ;DCAPS_VARIABLES;D9URQhBFIKO;;;;;DS;tu3RI5qLbXS;;;;;ENDOS_DEV;DRD-Fuschine de Ziehl Litre;otaTMozDdoO;Produits TB & VIH;t014WNt683s;;;;;;;;;;
1;DRD;MENSUELLE;NETSIGL_TEST;;;TB - Isoniazide (H) 100 mg cp.;wNBJAcimCkn;DCAPS_VARIABLES;D9URQhBFIKO;;;;;DS;tu3RI5qLbXS;;;;;ENDOS_DEV;DRD-H 100 mg Comprime;Y6U09BNNxCj;Produits TB & VIH;t014WNt683s;;;;;;;;;;
1;DRD;MENSUELLE;NETSIGL_TEST;;;TB - Isoniazide (H) 300 mg cp.;keWfEjSNFei;DCAPS_VARIABLES;D9URQhBFIKO;;;;;DS;tu3RI5qLbXS;;;;;ENDOS_DEV;DRD-H 300 mg Comprime;jKAEgvFN8wD;Produits TB & VIH;t014WNt683s;;;;;;;;;;
1;DRD;MENSUELLE;NETSIGL_TEST;;;TB - Levofloxacine 100mg cp, blister, dispersible;MzAAHaAvR3M;DCAPS_VARIABLES;D9URQhBFIKO;;;;;DS;tu3RI5qLbXS;;;;;ENDOS_DEV;DRD-Levofloxacine 100 mg Comprime;pbDsLsCEJSO;Produits TB & VIH;t014WNt683s;;;;;;;;;;
1;DRD;MENSUELLE;NETSIGL_TEST;;;TB - Levofloxcine (Lfx) 250 mg cp.;b7aLKoH7O9K;DCAPS_VARIABLES;D9URQhBFIKO;;;;;DS;tu3RI5qLbXS;;;;;ENDOS_DEV;DRD-Levofloxacine 250 mg Comprime;lXbugfvdFBm;Produits TB & VIH;t014WNt683s;;;;;;;;;;
1;DRD;MENSUELLE;NETSIGL_TEST;;;TB - Moxifloxacine (Mfx) 400mg cp.;PyzUbVw2gRQ;DCAPS_VARIABLES;D9URQhBFIKO;;;;;DS;tu3RI5qLbXS;;;;;ENDOS_DEV;DRD-Moxifloxacine 400 mg Comprime;mV21Z80hZOd;Produits TB & VIH;t014WNt683s;;;;;;;;;;
1;DRD;MENSUELLE;NETSIGL_TEST;;;TB - Prothionamide (Pto) 250 mg cp;I7fxHuuIQek;DCAPS_VARIABLES;D9URQhBFIKO;;;;;DS;tu3RI5qLbXS;;;;;ENDOS_DEV;DRD-Prothionamide 250 mg Comprime;WnfREVzADyy;Produits TB & VIH;t014WNt683s;;;;;;;;;;
1;DRD;MENSUELLE;NETSIGL_TEST;;;TB - Pyrazinamide (Z) 400 mg cp.;gGbA42iJLmY;DCAPS_VARIABLES;D9URQhBFIKO;;;;;DS;tu3RI5qLbXS;;;;;ENDOS_DEV;DRD-Pyrazinamide 400 mg Comprime;OybjAKaaByQ;Produits TB & VIH;t014WNt683s;;;;;;;;;;
1;DRD;MENSUELLE;NETSIGL_TEST;;;TB - Rifampicine+Isoniazide (RH) (150/75) mg cp;DfjLAPxFe0R;DCAPS_VARIABLES;D9URQhBFIKO;;;;;DS;tu3RI5qLbXS;;;;;ENDOS_DEV;DRD-RH 150/75 mg Comprime;GfZMzeXquNb;Produits TB & VIH;t014WNt683s;;;;;;;;;;
1;DRD;MENSUELLE;NETSIGL_TEST;;;TB - Rifampicine+Isoniazide (RH) (75/50) mg cp dispersible.;lY1m7CfnlYc;DCAPS_VARIABLES;D9URQhBFIKO;;;;;DS;tu3RI5qLbXS;;;;;ENDOS_DEV;DRD-RH 75/50 mg Comprime;gvUjxTNXThp;Produits TB & VIH;t014WNt683s;;;;;;;;;;
1;DRD;MENSUELLE;NETSIGL_TEST;;;TB - Rifampicine+Isoniazide+ Pyrazinamide (RHZ) (75/50/150) mg cp;sh8pGXbZYl1;DCAPS_VARIABLES;D9URQhBFIKO;;;;;DS;tu3RI5qLbXS;;;;;ENDOS_DEV;DRD-RHZ 75/50/150 mg Comprime;uOOaVpEJMHz;Produits TB & VIH;t014WNt683s;;;;;;;;;;
1;DRD;MENSUELLE;NETSIGL_TEST;;;TB - Rifampicine+Isoniazide+ Pyrazinamide+Ethambutol (RHZE) (150/75/400/275) mg cp.;ftzGuCwHbRS;DCAPS_VARIABLES;D9URQhBFIKO;;;;;DS;tu3RI5qLbXS;;;;;ENDOS_DEV;DRD-RHZE 150/75/400/275 mg Comprime;mRQf2vlE3gV;Produits TB & VIH;t014WNt683s;;;;;;;;;;
