typePeriode;source_indicatorName;source_indicatorId;source_dataElementName;source_dataElementId;source_categorieComboName;source_categorieComboId;source_categorieComboOptionName;source_categorieComboOptionId;source_dimensionName;source_dimensionId;source_orgUnitName;source_orgUnitId;source_orgUnitGroupName;source_orgUnitGroupId;source_orgUnitOfProgramName;source_orgUnitOfProgramId;source_orgUnitOfDataSetName;source_orgUnitOfDataSetId;destination_dataElementName;destination_dataElementId;destination_categorieComboName;destination_categorieComboId;destination_categorieComboOptionName;destination_categorieComboOptionId;destination_orgUnitName;destination_orgUnitId;destination_orgUnitGroupName;destination_orgUnitGroupId;destination_orgUnitOfProgramName;destination_orgUnitOfProgramId;destination_orgUnitOfDataSetName;destination_orgUnitOfDataSetId
MENSUELLE;Femmes enceintes supplementees pour la premiere fois en Fer + Acide Folique-MMS;gC4iq39qIQt;;;;;;;;;;;;;;;2021-CSPS 01- Santé maternelle et infantile - AELB;bJWWNnhNhBr;endos_Femmes enceintes supplementees pour la premiere fois en Fer + Acide Folique-MMS;ZsmqSjPq8iq;;;;;;;;;;;;
MENSUELLE;Nut-Cas de MAS pris en charge chez les enfants de moins de 5 ans;HxEcWf4hnQA;;;;;;;;;;;;;;;2021-CSPS 01- Santé maternelle et infantile - AELB;bJWWNnhNhBr;endos_Nut-Cas de MAS pris en charge chez les enfants de moins de 5 ans;OHGKjoyZPVy;;;;;;;;;;;;
MENSUELLE;MAS enfants sortie gueris Ambulatoire;droDHm8tdSf;;;;;;;;;;;;;;;2021-CSPS 01- Santé maternelle et infantile - AELB;bJWWNnhNhBr;endos_MAS enfants sortie gueris Ambulatoire;CxXbrhLjdiU;;;;;;;;;;;;
MENSUELLE;MAS enfants sortie gueris interne;v0JrxHSRm3n;;;;;;;;;;;;;;;2021-CSPS 01- Santé maternelle et infantile - AELB;bJWWNnhNhBr;endos_MAS enfants sortie gueris interne;vI9l4dhkVv3;;;;;;;;;;;;
MENSUELLE;MAS enfants sortie decedes Ambulatoire;atCa2DRIODZ;;;;;;;;;;;;;;;2021-CSPS 01- Santé maternelle et infantile - AELB;bJWWNnhNhBr;endos_MAS enfants sortie decedes Ambulatoire;HGcNkOsahia;;;;;;;;;;;;
MENSUELLE;MAS enfants sortie decedes interne;T0iOX7nHtAN;;;;;;;;;;;;;;;2021-CSPS 01- Santé maternelle et infantile - AELB;bJWWNnhNhBr;endos_MAS enfants sortie decedes interne;UmRsxad67dM;;;;;;;;;;;;
MENSUELLE;MAS enfants sortie abandon Ambulatoire;ZPiLQTCVCOu;;;;;;;;;;;;;;;2021-CSPS 01- Santé maternelle et infantile - AELB;bJWWNnhNhBr;endos_MAS enfants sortie abandon Ambulatoire;a5GhIdsxszv;;;;;;;;;;;;
MENSUELLE;MAS enfants sortie abandon interne;VIpvukBouIt;;;;;;;;;;;;;;;2021-CSPS 01- Santé maternelle et infantile - AELB;bJWWNnhNhBr;endos_MAS enfants sortie abandon interne;t7hD38aYLhP;;;;;;;;;;;;
MENSUELLE;PEV -  population <1 an;I2yLHTirQlK;;;;;;;;;;;;;;;2021-CSPS 01- Santé maternelle et infantile - AELB;bJWWNnhNhBr;endos_PEV -  population <1 an;x0u6v2IExVU;;;;;;;;;;;;
MENSUELLE;Enfants de 0 -11 mois ayant recu le DTC-HepB-Hib1;kCjzhXAIRZz;;;;;;;;;;;;;;;2021-CSPS 01- Santé maternelle et infantile - AELB;bJWWNnhNhBr;endos_Enfants de 0 -11 mois ayant recu le DTC-HepB-Hib1;OwwkuOLrQaX;;;;;;;;;;;;
MENSUELLE;Enfants de 0 -11 mois ayant recu le DTC-HepB-Hib3;QlzXoLtRgTj;;;;;;;;;;;;;;;2021-CSPS 01- Santé maternelle et infantile - AELB;bJWWNnhNhBr;endos_Enfants de 0 -11 mois ayant recu le DTC-HepB-Hib3;t0h0kzblSUP;;;;;;;;;;;;
MENSUELLE;nombre d'accouchements normaux;fLFomAX76EX;;;;;;;;;;;;;;;2021-CSPS 01- Santé maternelle et infantile - AELB;bJWWNnhNhBr;endos_nombre d'accouchements normaux;IOhp4tCfOQN;;;;;;;;;;;;
MENSUELLE;nombre de journées d'hospitalisation des malades sorti;o3f5RP0eCmS;;;;;;;;;;;;;;;2021-CSPS 01- Santé maternelle et infantile - AELB;bJWWNnhNhBr;endos_nombre de journées d'hospitalisation des malades sorti;mhfqX94tflP;;;;;;;;;;;;
MENSUELLE;nombre de lits;DNxqGx4dn0v;;;;;;;;;;;;;;;2021-CSPS 01- Santé maternelle et infantile - AELB;bJWWNnhNhBr;endos_nombre de lits;WXIJwqPnDeX;;;;;;;;;;;;
MENSUELLE;nombre d'enfants de 0 à 11 mois ayant bénéficié d'une MILDA;CPXwa6O3uep;;;;;;;;;;;;;;;2021-CSPS 01- Santé maternelle et infantile - AELB;bJWWNnhNhBr;endos_nombre d'enfants de 0 à 11 mois ayant bénéficié d'une MILDA;pRcPl3S6BNa;;;;;;;;;;;;
MENSUELLE;Nombre de naissance vivantes;TCsPHS85KH6;;;;;;;;;;;;;;;2021-CSPS 01- Santé maternelle et infantile - AELB;bJWWNnhNhBr;endos_Nombre de naissance vivantes;FBgl5J6SLtf;;;;;;;;;;;;
