typePeriode;source_indicatorName;source_indicatorId;source_dataElementName;source_dataElementId;source_categorieComboName;source_categorieComboId;source_categorieComboOptionName;source_categorieComboOptionId;source_orgUnitName;source_orgUnitId;source_orgUnitGroupName;source_orgUnitGroupId;source_orgUnitOfProgramName;source_orgUnitOfProgramId;source_orgUnitOfDataSetName;source_orgUnitOfDataSetId;destination_dataElementName;destination_dataElementId;destination_categorieComboName;destination_categorieComboId;destination_categorieComboOptionName;destination_categorieComboOptionId;destination_orgUnitName;destination_orgUnitId;destination_orgUnitGroupName;destination_orgUnitGroupId;destination_orgUnitOfProgramName;destination_orgUnitOfProgramId;destination_orgUnitOfDataSetName;destination_orgUnitOfDataSetId
;;;DRD-H 100 mg Comprime;Y6U09BNNxCj;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;TB - Isoniazide (H) 100 mg cp.;wNBJAcimCkn;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;DRD-H 300 mg Comprime;jKAEgvFN8wD;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;TB - Isoniazide (H) 300 mg cp.;keWfEjSNFei;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;DRD-Levofloxacine 100 mg Comprime;pbDsLsCEJSO;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;TB - Levofloxacine 100mg cp, blister, dispersible;MzAAHaAvR3M;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;DRD-Levofloxacine 250 mg Comprime;lXbugfvdFBm;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;TB - Levofloxcine (Lfx) 250 mg cp.;b7aLKoH7O9K;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;DRD-Linezolide 600 mg;XlBWCW4hBTq;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;TB - Linezolid 600mg bte/10;gLR8XWJeEAm;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;TB - Linezolid 150mg dispersible tablet;dxgqPWrXGDH;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Linezolide 150 mg;SixpRA4cOX0;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;DRD-Moxifloxacine 400 mg Comprime;mV21Z80hZOd;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;TB - Moxifloxacine (Mfx) 400mg cp.;PyzUbVw2gRQ;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;DRD-Prothionamide 250 mg Comprime;WnfREVzADyy;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;TB - Prothionamide (Pto) 250 mg cp;I7fxHuuIQek;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;DRD-Pretomanide 200 mg;AMRP7HQeJ8V;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;TB - Pretomanid 200 mg Cp;PP4fG29GrC0;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;DRD-Pyrazinamide 400 mg Comprime;OybjAKaaByQ;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;TB - Pyrazinamide (Z) 400 mg cp.;gGbA42iJLmY;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;TB - Pyrazinamide (Z) 150 mg cp dispersible;M0kbFWeIbV0;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Pyrazinamide 150 mg Comprime;T5Kel11OnFt;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;DRD-RH 150/75 mg Comprime;GfZMzeXquNb;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;TB - Rifampicine+Isoniazide (RH) (150/75) mg cp;DfjLAPxFe0R;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;DRD-RH 75/50 mg Comprime;gvUjxTNXThp;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;TB - Rifampicine+Isoniazide (RH) (75/50) mg cp dispersible.;lY1m7CfnlYc;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;DRD-RHZ 75/50/150 mg Comprime;uOOaVpEJMHz;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;TB - Rifampicine+Isoniazide+ Pyrazinamide (RHZ) (75/50/150) mg cp;sh8pGXbZYl1;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;DRD-RHZE 150/75/400/275 mg Comprime;mRQf2vlE3gV;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;TB - Rifampicine+Isoniazide+ Pyrazinamide+Ethambutol (RHZE) (150/75/400/275) mg cp.;ftzGuCwHbRS;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;TB - Alcool-acide Auramine 0.5%_QUANTITE DISPONIBLE ET UTILISABLE EN FIN;CsxA3x2V4BO;;;;;;;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Alcool-acide Auramine;PwDeNGVhNKP;;;Stock disponible et utilisable en fin de période dans la FS;t0lB4xvkNne;;;;;;;;
;TB - Auramine O Litre_QUANTITE DISPONIBLE ET UTILISABLE EN FIN;z42QVJ2YlGG;;;;;;;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Auramine O Litre;vv37BKO7XEV;;;Stock disponible et utilisable en fin de période dans la FS;t0lB4xvkNne;;;;;;;;
;TB - Bleu de methylene Litre_QUANTITE DISPONIBLE ET UTILISABLE EN FIN;U3vTvRI1HVX;;;;;;;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Bleu de methylene Litre;ZBFzKV0mcNb;;;Stock disponible et utilisable en fin de période dans la FS;t0lB4xvkNne;;;;;;;;
;TB - Fuschine de Ziehl Litre_QUANTITE DISPONIBLE ET UTILISABLE EN FIN;D7BxBMBz3L2;;;;;;;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Alcool-acide Litre;n18nWVCTZmM;;;Stock disponible et utilisable en fin de période dans la FS;t0lB4xvkNne;;;;;;;;
;TB - Lames porte-objets_QUANTITE DISPONIBLE ET UTILISABLE EN FIN;Ikhzn823u9x;;;;;;;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Lames porte-objets;FBqf6KywUou;;;Stock disponible et utilisable en fin de période dans la FS;t0lB4xvkNne;;;;;;;;
;TB - Clofazimine 50mg comp_QUANTITE DISPONIBLE ET UTILISABLE EN FIN;Gd4e7kTqyfo;;;;;;;;;;;;;NetSIGL 2 DRD Dataset;gb2U7Q4Eoxp;DRD-Clofazimine 50 mg Comprime;lgKwLEJ0hPa;;;Stock disponible et utilisable en fin de période dans la FS;t0lB4xvkNne;;;;;;;;
