typePeriode;source_indicatorName;source_indicatorId;source_dataElementName;source_dataElementId;source_categorieComboName;source_categorieComboId;source_categorieComboOptionName;source_categorieComboOptionId;source_orgUnitName;source_orgUnitId;source_orgUnitGroupName;source_orgUnitGroupId;source_orgUnitOfProgramName;source_orgUnitOfProgramId;source_orgUnitOfDataSetName;source_orgUnitOfDataSetId;destination_dataElementName;destination_dataElementId;destination_categorieComboName;destination_categorieComboId;destination_categorieComboOptionName;destination_categorieComboOptionId;destination_orgUnitName;destination_orgUnitId;destination_orgUnitGroupName;destination_orgUnitGroupId;destination_orgUnitOfProgramName;destination_orgUnitOfProgramId;destination_orgUnitOfDataSetName;destination_orgUnitOfDataSetId
;;;TB - Linezolid 150mg dispersible tablet;dxgqPWrXGDH;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;CDT-Linézolide 150 mg comprime;QuGtIRltN57;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;TB - Prothionamide (Pto) 250 mg cp;I7fxHuuIQek;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;CDT-Prothionamide 250 mg Comprime;hbi8bQndNty;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;TB - Pyrazinamide (Z) 400 mg cp.;gGbA42iJLmY;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;CDT-Pyrazinamide 400 mg Comprime;zA2sCxpnovO;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;TB - Pyrazinamide (Z) 150 mg cp dispersible;M0kbFWeIbV0;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;CDT-Pyrazinamide 150 mg cp comprime;ZBAfxj80yeP;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;TB - Rifampicine+Isoniazide (RH) (150/75) mg cp;DfjLAPxFe0R;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;CDT-RH 150/75 mg Comprime;T0pPOPFlU26;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;TB - Rifampicine+Isoniazide (RH) (75/50) mg cp dispersible.;lY1m7CfnlYc;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;CDT-RH 75/50 mg Comprime;NkLWy6J1z67;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;TB - Rifampicine+Isoniazide+ Pyrazinamide (RHZ) (75/50/150) mg cp;sh8pGXbZYl1;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;CDT-RHZ 75/50/150 mg Comprime;RB5h7Fht5kB;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;;;TB - Rifampicine+Isoniazide+ Pyrazinamide+Ethambutol (RHZE) (150/75/400/275) mg cp.;ftzGuCwHbRS;DCAPS_VARIABLES;D9URQhBFIKO;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;CDT-RHZE 150/75/400/275 mg Comprime;nfTgFJEdhVm;Produits TB & VIH;t014WNt683s;;;;;;;;;;
;TB - Alcool-acide Auramine 0.5%_QUANTITE DISPONIBLE ET UTILISABLE AU DEBUT;Yl8crspm202;;;;;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;CDT-Alcool-acide Auramine 0.5%;CM2jD4kZKt1;;;Quantité disponible et utilisable en début de période;JumQxAmfKZn;;;;;;;;
;TB - Auramine O Litre_QUANTITE DISPONIBLE ET UTILISABLE AU DEBUT;HHpRUtRKOBS;;;;;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;CDT-Auramine O Litre;ubRZWJi1wua;;;Quantité disponible et utilisable en début de période;JumQxAmfKZn;;;;;;;;
;TB - Bleu de methylene Litre_QUANTITE DISPONIBLE ET UTILISABLE AU DEBUT;HlJPjgVobiG;;;;;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;CDT-Bleu de methylene Litre;Am7qXhGvnWF;;;Quantité disponible et utilisable en début de période;JumQxAmfKZn;;;;;;;;
;TB - Fuschine de Ziehl Litre_QUANTITE DISPONIBLE ET UTILISABLE AU DEBUT;oOxg7k8JDo5;;;;;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;CDT-Fuschine de Ziehl Litre;DbUCYPuwOKE;;;Quantité disponible et utilisable en début de période;JumQxAmfKZn;;;;;;;;
;TB - Lames porte-objets_QUANTITE DISPONIBLE ET UTILISABLE AU DEBUT;cUCfgHpreJy;;;;;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;CDT-Lames porte-objets;RHEngNvwHGz;;;Quantité disponible et utilisable en début de période;JumQxAmfKZn;;;;;;;;
;TB - Clofazimine 50mg comp_QUANTITE DISPONIBLE ET UTILISABLE AU DEBUT;DunFW59swiV;;;;;;;;;;;;;NetSIGL 2 FOSA Dataset;I92rowC10Dh;CDT-Clofazimine 50 mg Comprime;yvzVaaj3Ggc;;;Quantité disponible et utilisable en début de période;JumQxAmfKZn;;;;;;;;
