ordreExecution;description;typePeriode;source_name;source_indicatorName;source_indicatorId;source_dataElementName;source_dataElementId;source_categorieComboName;source_categorieComboId;source_categorieComboOptionName;source_categorieComboOptionId;source_specifique;source_orgUnitName;source_orgUnitId;source_orgUnitGroupName;source_orgUnitGroupId;source_orgUnitOfProgramName;source_orgUnitOfProgramId;source_orgUnitOfDataSetName;source_orgUnitOfDataSetId;destination_name;destination_dataElementName;destination_dataElementId;destination_categorieComboName;destination_categorieComboId;destination_categorieComboOptionName;destination_categorieComboOptionId;destination_orgUnitName;destination_orgUnitId;destination_orgUnitGroupName;destination_orgUnitGroupId;destination_orgUnitOfProgramName;destination_orgUnitOfProgramId;destination_orgUnitOfDataSetName;destination_orgUnitOfDataSetId
3;QUALITE_edm;MENSUELLE;EQUALITE;Nombre de CM ayant obtenu 1 cauri;cXbDaN6jORs;;;;;;;;;;;;ChecklistNiveauCM_ - domaine 1;DRBbWpq86uz;;;EDM;qualité_Nombre de CM ayant obtenu 1 cauri;hP6UnjPTZxc;;;;;;;;;;;;
3;QUALITE_edm;MENSUELLE;EQUALITE;Nombre de CM ayant obtenu 2 cauris;jzTnBnQuNZ9;;;;;;;;;;;;ChecklistNiveauCM_ - domaine 1;DRBbWpq86uz;;;EDM;qualité_Nombre de CM ayant obtenu 2 cauris;YuEaOvxWowa;;;;;;;;;;;;
3;QUALITE_edm;MENSUELLE;EQUALITE;Nombre de CM ayant obtenu 3 cauris;rpcAo5ITloI;;;;;;;;;;;;ChecklistNiveauCM_ - domaine 1;DRBbWpq86uz;;;EDM;qualité_Nombre de CM ayant obtenu 3 cauris;ycUVmjjFTTf;;;;;;;;;;;;
3;QUALITE_edm;MENSUELLE;EQUALITE;Nombre de CM ayant obtenu 4 cauris;Q1qdVRqI4LF;;;;;;;;;;;;ChecklistNiveauCM_ - domaine 1;DRBbWpq86uz;;;EDM;qualité_Nombre de CM ayant obtenu 4 cauris;S6XEiKczO1Q;;;;;;;;;;;;
3;QUALITE_edm;MENSUELLE;EQUALITE;Nombre de CM ayant obtenu 5 cauris;sZDV9HBN0d6;;;;;;;;;;;;ChecklistNiveauCM_ - domaine 1;DRBbWpq86uz;;;EDM;qualité_Nombre de CM ayant obtenu 5 cauris;Fwf7StGeKtT;;;;;;;;;;;;
4;QUALITE_edm;MENSUELLE;EQUALITE;Nombre de CMA ayant au moins une cauri ;BF5dgmB4gp;;;;;;;;;;;;ChecklistNiveauCMA - domaine 1;l1zkBd3afju;;;EDM;qualité_Nombre de CMA ayant au moins une cauri ;h3931zoTLvJ;;;;;;;;;;;;
4;QUALITE_edm;MENSUELLE;EQUALITE;Nombre de CMA/Clinique audité;fSUB3hHn1ae;;;;;;;;;;;;ChecklistNiveauCMA - domaine 1;l1zkBd3afju;;;EDM;qualité_Nombre de CMA/Clinique audité;a49ZrHbhE8o;;;;;;;;;;;;
4;QUALITE_edm;MENSUELLE;EQUALITE;Nombre de CMA/Clinique ayant obtenu 2 cauris;eV89jT0Lbhr;;;;;;;;;;;;ChecklistNiveauCMA - domaine 1;l1zkBd3afju;;;EDM;qualité_Nombre de CMA/Clinique ayant obtenu 2 cauris;Obf7pUhIfTM;;;;;;;;;;;;
4;QUALITE_edm;MENSUELLE;EQUALITE;Nombre de CMA/Clinique ayant obtenu 3 cauris;cjx5THV5hs4;;;;;;;;;;;;ChecklistNiveauCMA - domaine 1;l1zkBd3afju;;;EDM;qualité_Nombre de CMA/Clinique ayant obtenu 3 cauris;aqRNEmQxaVf;;;;;;;;;;;;
4;QUALITE_edm;MENSUELLE;EQUALITE;Nombre de CMA/Clinique ayant obtenu 4 cauris;nQq0lfUtDJD;;;;;;;;;;;;ChecklistNiveauCMA - domaine 1;l1zkBd3afju;;;EDM;qualité_Nombre de CMA/Clinique ayant obtenu 4 cauris;lyrZ4ozIo9b;;;;;;;;;;;;
4;QUALITE_edm;MENSUELLE;EQUALITE;Nombre de CMA/Clinique ayant obtenu 5 cauris;CzSPdbacQtY;;;;;;;;;;;;ChecklistNiveauCMA - domaine 1;l1zkBd3afju;;;EDM;qualité_Nombre de CMA/Clinique ayant obtenu 5 cauris;RaOCJY3Uv7c;;;;;;;;;;;;
5;QUALITE_edm;MENSUELLE;EQUALITE;Nombre de CSPS, CSI et Cliniques d’accouchement audité;aFjXJAFj3yg;;;;;;;;;;;;Checklist niveau CSPS - domaine 1;skcHQktPxl0;;;EDM;qualité_Nombre de CSPS, CSI et Cliniques d’accouchement audité;LXYPLQHLecO;;;;;;;;;;;;
5;QUALITE_edm;MENSUELLE;EQUALITE;Nombre de CSPS, CSI et Cliniques d’accouchement ayant obtenu 1 cauri;QjT64NnpUip;;;;;;;;;;;;Checklist niveau CSPS - domaine 1;skcHQktPxl0;;;EDM;qualité_Nombre de CSPS, CSI et Cliniques d’accouchement ayant obtenu 1 cauri;Kb4XWnPMbON;;;;;;;;;;;;
5;QUALITE_edm;MENSUELLE;EQUALITE;Nombre de CSPS, CSI et Cliniques d’accouchement ayant obtenu 2 cauris;kWHQiRkL4ga;;;;;;;;;;;;Checklist niveau CSPS - domaine 1;skcHQktPxl0;;;EDM;qualité_Nombre de CSPS, CSI et Cliniques d’accouchement ayant obtenu 2 cauris;oEwybfxaAhv;;;;;;;;;;;;
5;QUALITE_edm;MENSUELLE;EQUALITE;Nombre de CSPS, CSI et Cliniques d’accouchement ayant obtenu 3 cauris;VKjmKjFdBW7;;;;;;;;;;;;Checklist niveau CSPS - domaine 1;skcHQktPxl0;;;EDM;qualité_Nombre de CSPS, CSI et Cliniques d’accouchement ayant obtenu 3 cauris;Ve8zieGc625;;;;;;;;;;;;
5;QUALITE_edm;MENSUELLE;EQUALITE;Nombre de CSPS, CSI et Cliniques d’accouchement ayant obtenu 4 cauris;irHSsbpFy44;;;;;;;;;;;;Checklist niveau CSPS - domaine 1;skcHQktPxl0;;;EDM;qualité_Nombre de CSPS, CSI et Cliniques d’accouchement ayant obtenu 4 cauris;W3F0dxtCwW3;;;;;;;;;;;;
5;QUALITE_edm;MENSUELLE;EQUALITE;Nombre de CSPS, CSI et Cliniques d’accouchement ayant obtenu 5 cauris;GYxoAhrzyJy;;;;;;;;;;;;Checklist niveau CSPS - domaine 1;skcHQktPxl0;;;EDM;qualité_Nombre de CSPS, CSI et Cliniques d’accouchement ayant obtenu 5 cauris;jF9vi1BGCbL;;;;;;;;;;;;
5;QUALITE_edm;MENSUELLE;EQUALITE;Nombre De FS qui ont eu un gain d’cauri;BF5dgmB4gp6;;;;;;;;;;;;Checklist niveau CSPS - domaine 1;skcHQktPxl0;;;EDM;qualité_Nombre De FS qui ont eu un gain d’cauri;Px0roBf1YcK;;;;;;;;;;;;
