ordreExecution;rapidpro_flowUuid;rapidpro_flowName;rapidpro_declancheur;rapidpro_position;rapidpro_name;dhis_orgUnitCode;dhis_periode;dhis_typePeriode;dhis_promptitude;dhis_reference;dhis_dataSetName;dhis_dataSetId;dhis_dataElementName;dhis_dataElementId;dhis_categorieComboName;dhis_categorieComboId;dhis_categorieComboOptionName;dhis_categorieComboOptionId;;;;;;;;
11;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross1;12;A.2.1.9. Femmes référées pour PF;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A-I.2.1.9. Femmes référées pour PF;t0YAdcVH4lH;;;10-14 ans;x4XZif2iWgF;;;;;;;;
11;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross1;13;A.2.1.10. Femmes sous méthode contraceptives référées pour effets secondaire;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A-I.2.1.10. Femmes sous méthode contraceptives référées pour effets secondaire;ygoTBZZBcMp;;;10-14 ans;x4XZif2iWgF;;;;;;;;
11;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross1;14;A.2.1.1. Femmes enceintes référées pour problème de santé;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A-I.2.1.1. Femmes enceintes référées pour problème de santé;nWlUZ8N16r7;;;15-19 ans;e60Nc4vJ2Ob;;;;;;;;
11;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross1;15;A.2.1.2. Femmes enceintes référées pour soins prénatals;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A-I.2.1.2. Femmes enceintes référées pour soins prénatals;vL8GSDeGbKv;;;15-19 ans;e60Nc4vJ2Ob;;;;;;;;
11;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross1;16;A.2.1.3. Femmes enceintes perdues de vue recherchées pour SPN;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A-I.2.1.3. Femmes enceintes perdues de vue recherchées pour SPN;GyxFhTemHjo;;;15-19 ans;e60Nc4vJ2Ob;;;;;;;;
11;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross1;17;A.2.1.4. Femmes enceintes perdues de vue recherchées pour SPN retrouvées;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A-I.2.1.4. Femmes enceintes perdues de vue recherchées pour SPN retrouvées;bPksFhKy5cZ;;;15-19 ans;e60Nc4vJ2Ob;;;;;;;;
11;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross1;18;A.2.1.5. Femmes accouchées référées pour problème de santé;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A-I.2.1.5. Femmes accouchées référées pour problème de santé;YW8IHURlcfj;;;15-19 ans;e60Nc4vJ2Ob;;;;;;;;
11;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross1;19;A.2.1.6. Femmes enceintes ayant accouché à domicile;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A-I.2.1.6. Femmes enceintes ayant accouché à domicile;VuNfOZ9Z4L3;;;15-19 ans;e60Nc4vJ2Ob;;;;;;;;
11;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross1;20;A.2.1.7. Femmes enceintes ayant accouché à domicile et référées au centre de santé;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A-I.2.1.7. Femmes enceintes ayant accouché à domicile et référées au centre de santé;B3s0xmveM0R;;;15-19 ans;e60Nc4vJ2Ob;;;;;;;;
11;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross1;21;A.2.1.8. Femmes référées pour fistules obstétricale;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A-I.2.1.8. Femmes référées pour fistules obstétricale;px23wizWdrF;;;15-19 ans;e60Nc4vJ2Ob;;;;;;;;
11;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross1;22;A.2.1.9. Femmes référées pour PF;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A-I.2.1.9. Femmes référées pour PF;t0YAdcVH4lH;;;15-19 ans;e60Nc4vJ2Ob;;;;;;;;
11;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross1;23;A.2.1.10. Femmes sous méthode contraceptives référées pour effets secondaire;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A-I.2.1.10. Femmes sous méthode contraceptives référées pour effets secondaire;ygoTBZZBcMp;;;15-19 ans;e60Nc4vJ2Ob;;;;;;;;
12;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross2;1;Code ASBC;oui;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;;;;;20-24 ans;IAfiWXcAlus;;;;;;;;
12;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross2;2;date de l'operation;;;;oui;;RMA Agrégé Communautaire;dr47BUiECZJ;;;;;;;;;;;;;;
12;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross2;3;Mois du rapport;;oui;MENSUELLE;;;RMA Agrégé Communautaire;dr47BUiECZJ;;;;;;;;;;;;;;
12;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross2;4;A.2.1.1. Femmes enceintes référées pour problème de santé;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A-I.2.1.1. Femmes enceintes référées pour problème de santé;nWlUZ8N16r7;;;20-24 ans;IAfiWXcAlus;;;;;;;;
12;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross2;5;A.2.1.2. Femmes enceintes référées pour soins prénatals;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A-I.2.1.2. Femmes enceintes référées pour soins prénatals;vL8GSDeGbKv;;;20-24 ans;IAfiWXcAlus;;;;;;;;
12;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross2;6;A.2.1.3. Femmes enceintes perdues de vue recherchées pour SPN;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A-I.2.1.3. Femmes enceintes perdues de vue recherchées pour SPN;GyxFhTemHjo;;;20-24 ans;IAfiWXcAlus;;;;;;;;
12;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross2;7;A.2.1.4. Femmes enceintes perdues de vue recherchées pour SPN retrouvées;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A-I.2.1.4. Femmes enceintes perdues de vue recherchées pour SPN retrouvées;bPksFhKy5cZ;;;20-24 ans;IAfiWXcAlus;;;;;;;;
12;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross2;8;A.2.1.5. Femmes accouchées référées pour problème de santé;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A-I.2.1.5. Femmes accouchées référées pour problème de santé;YW8IHURlcfj;;;20-24 ans;IAfiWXcAlus;;;;;;;;
12;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross2;9;A.2.1.6. Femmes enceintes ayant accouché à domicile;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A-I.2.1.6. Femmes enceintes ayant accouché à domicile;VuNfOZ9Z4L3;;;20-24 ans;IAfiWXcAlus;;;;;;;;
12;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross2;10;A.2.1.7. Femmes enceintes ayant accouché à domicile et référées au centre de santé;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A-I.2.1.7. Femmes enceintes ayant accouché à domicile et référées au centre de santé;B3s0xmveM0R;;;20-24 ans;IAfiWXcAlus;;;;;;;;
12;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross2;11;A.2.1.8. Femmes référées pour fistules obstétricale;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A-I.2.1.8. Femmes référées pour fistules obstétricale;px23wizWdrF;;;20-24 ans;IAfiWXcAlus;;;;;;;;
12;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross2;12;A.2.1.9. Femmes référées pour PF;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A-I.2.1.9. Femmes référées pour PF;t0YAdcVH4lH;;;20-24 ans;IAfiWXcAlus;;;;;;;;
12;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross2;13;A.2.1.10. Femmes sous méthode contraceptives référées pour effets secondaire;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A-I.2.1.10. Femmes sous méthode contraceptives référées pour effets secondaire;ygoTBZZBcMp;;;20-24 ans;IAfiWXcAlus;;;;;;;;
12;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross2;14;A.2.1.1. Femmes enceintes référées pour problème de santé;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A-I.2.1.1. Femmes enceintes référées pour problème de santé;nWlUZ8N16r7;;;25 ans et plus;xrsMq7a4DXJ;;;;;;;;
12;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross2;15;A.2.1.2. Femmes enceintes référées pour soins prénatals;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A-I.2.1.2. Femmes enceintes référées pour soins prénatals;vL8GSDeGbKv;;;25 ans et plus;xrsMq7a4DXJ;;;;;;;;
12;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross2;16;A.2.1.3. Femmes enceintes perdues de vue recherchées pour SPN;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A-I.2.1.3. Femmes enceintes perdues de vue recherchées pour SPN;GyxFhTemHjo;;;25 ans et plus;xrsMq7a4DXJ;;;;;;;;
12;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross2;17;A.2.1.4. Femmes enceintes perdues de vue recherchées pour SPN retrouvées;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A-I.2.1.4. Femmes enceintes perdues de vue recherchées pour SPN retrouvées;bPksFhKy5cZ;;;25 ans et plus;xrsMq7a4DXJ;;;;;;;;
12;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross2;18;A.2.1.5. Femmes accouchées référées pour problème de santé;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A-I.2.1.5. Femmes accouchées référées pour problème de santé;YW8IHURlcfj;;;25 ans et plus;xrsMq7a4DXJ;;;;;;;;
12;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross2;19;A.2.1.6. Femmes enceintes ayant accouché à domicile;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A-I.2.1.6. Femmes enceintes ayant accouché à domicile;VuNfOZ9Z4L3;;;25 ans et plus;xrsMq7a4DXJ;;;;;;;;
12;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross2;20;A.2.1.7. Femmes enceintes ayant accouché à domicile et référées au centre de santé;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A-I.2.1.7. Femmes enceintes ayant accouché à domicile et référées au centre de santé;B3s0xmveM0R;;;25 ans et plus;xrsMq7a4DXJ;;;;;;;;
12;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross2;21;A.2.1.8. Femmes référées pour fistules obstétricale;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A-I.2.1.8. Femmes référées pour fistules obstétricale;px23wizWdrF;;;25 ans et plus;xrsMq7a4DXJ;;;;;;;;
12;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross2;22;A.2.1.9. Femmes référées pour PF;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A-I.2.1.9. Femmes référées pour PF;t0YAdcVH4lH;;;25 ans et plus;xrsMq7a4DXJ;;;;;;;;
12;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapsuivgross2;23;A.2.1.10. Femmes sous méthode contraceptives référées pour effets secondaire;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A-I.2.1.10. Femmes sous méthode contraceptives référées pour effets secondaire;ygoTBZZBcMp;;;25 ans et plus;xrsMq7a4DXJ;;;;;;;;
