ordreExecution;rapidpro_flowUuid;rapidpro_flowName;rapidpro_declancheur;rapidpro_position;rapidpro_name;dhis_programName;dhis_programId;dhis_programEnrolmentDate;dhis_programIncidentDate;dhis_programOrgUnitCode;dhis_attributName;dhis_attributId;dhis_programStageName;dhis_programStageId;dhis_programStageOrgUnitCode;dhis_programStageEventDate;dhis_programStageDataElementName;dhis_programStageDataElementId;dhis_programMasterName;dhis_programMasterId;dhis_programStageMasterName;dhis_programStageMasterId;dhis_attributValueUniqueName;dhis_attributValueUniqueId;dhis_dataElementValueUniqueName;dhis_dataElementValueUniqueId;dhis_assignValue;changeValue
12;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;snne;11;Incapable de téter depuis la naissance, ou a cessé de bien téter;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Incapable de téter depuis la naissance, ou a cessé de bien téter;m0N8sfDdZhH;;;;;;;;;;
12;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;snne;12;Convulse ou fait des crises depuis la naissance;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Convulse ou fait des crises depuis la naissance;XH8fcqCyu21;;;;;;;;;;
12;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;snne;13;Respiration rapide: 60 respirations ou plus par minute (en deux comptages);Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Respiration rapide: 60 respirations ou plus par minute (en deux comptages);o4jUne3i5ql;;;;;;;;;;
12;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;snne;14;Tirage sous-costal marqué ou intercostal;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Tirage sous-costal marqué ou intercostal;BjfQdRn2dbK;;;;;;;;;;
12;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;snne;15;Température axillaire élevée: 37.5°C ou plus (remplacer par Corps chaud);Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Température axillaire élevée: 37.5°C ou plus (remplacer par Corps chaud);hfC44xFBmdM;;;;;;;;;;
12;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;snne;16;Température axillaire très basse: 35.4°C ou moins;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Température axillaire très basse: 35.4°C ou moins;Tt9wmpacwL5;;;;;;;;;;
12;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;snne;17;Bouge uniquement après stimulation, ou ne bouge pas même après stimulation;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Bouge uniquement après stimulation, ou ne bouge pas même après stimulation;wAeSL7cl8ES;;;;;;;;;;
12;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;snne;18;Plante des pieds jaune;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Plante des pieds jaune;M39KUvMsWW7;;;;;;;;;;
12;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;snne;19;Signes d’infection locale: ombilic rouge ou laissant couler du pus, pustules cutanées, ou écoulement de pus des yeux;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Signes d’infection locale: ombilic rouge ou laissant couler du pus, pustules cutanées, ou écoulement de pus des yeux;Gvf30GIhZIx;;;;;;;;;;
12;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;snne;20;Autres problèmes;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;30.37.Autres problèmes;IYR6Y1t38V1;;;;;;;;;;
12;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;snne;21;Code opération;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Code Opération;QEpj5yfYAej;;;;;;;Code Opération;QEpj5yfYAej;;
