ordreExecution;rapidpro_flowUuid;rapidpro_flowName;rapidpro_declancheur;rapidpro_position;rapidpro_name;dhis_programName;dhis_programId;dhis_programEnrolmentDate;dhis_programIncidentDate;dhis_programOrgUnitCode;dhis_attributName;dhis_attributId;dhis_programStageName;dhis_programStageId;dhis_programStageOrgUnitCode;dhis_programStageEventDate;dhis_programStageDataElementName;dhis_programStageDataElementId;dhis_programMasterName;dhis_programMasterId;dhis_attributValueUniqueName;dhis_attributValueUniqueId;dhis_dataElementValueUniqueName;dhis_dataElementValueUniqueId;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;1;Code ASBC;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;oui;;Code ASBC;tJEGAbo90wB;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;2;code Personne;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;30.2.Code personne;JYoSCoz2VRf;Registre PRISE EN CHARGE;kFjVC6CTFrK;Code personne;vadegRbcklv;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;3;code PEC;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;code PEC;kvQS9gw12Rn;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;4;age en mois;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;age en mois;HkFRGHc6iYy;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;5;Date pec;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;oui;Date pec;I07qAGL6kfH;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;6;Toux / difficulté respiratoire;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Toux / difficulté respiratoire;lUHn2jpd3YU;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;7;Fièvre / Corps chaud;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Fièvre / Corps chaud;V8hnF1mIa2U;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;8;Diarrhée;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Diarrhée;V8hnF1mIa2U;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;9;Autre motif consultation;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Autre motif consultation;NlhwuPPU6cW;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;10;Danger incapable de boire ou téter;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Danger incapable de boire ou téter;l1fHMgZ5bFw;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;11;Danger vomit tout;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Danger vomit tout;OVIlz3FxZG6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;12;Danger convulsions;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Danger convulsions;WCVNqViJByA;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;13;Danger léthargie;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Danger léthargie;wdGjjFn0KgC;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;14;toux;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;toux;WIKGCFAJ3iS;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;15;jours toux;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;jours toux;ODUPh6jk9hD;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;16;difficultés respiratoires;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;difficultés respiratoires;MgL8kdSeekj;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;17;jours difficultés respiratoires;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;jours difficultés respiratoires;pQRC9eUrE0h;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;18;Stridor;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Stridor;HNUaJQzpQaG;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;19;tirage sous-costal;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;tirage sous-costal;KpnWD44Fhwl;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;20;Respiration sifflante;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Respiration sifflante;Iw5T3iUcLP5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;21;Nb respiration;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Nb respiration;x8bSHe6SMxr;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;22;diarrhée;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;diarrhée;VYVopMdGAAs;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;23;jours diarrhée;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;jours diarrhée;rnW8CzllYuA;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;24;Sang dans selles;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Sang dans selles;y4VU2V0I9KN;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;25;yeux enfoncés;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;yeux enfoncés;bmgEFOOSFln;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;26;assoiffé;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;30.24.Assoiffé;eZR9bBZJPTn;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;27;plis cutanés;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;plis cutanés;Hs2h6HKu1EP;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;28;Eruption généralisée;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Eruption généralisée;cdLUbTobdZX;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;29;Ecoulement nasal;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Ecoulement nasal;ws0HivMGjnQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;30;yeux rouge;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Yeux rouges;VH63nUjubD0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;31;corps chaud;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;corps chaud;axgttkaB2Nt;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;32;jours corps chaud;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;jours corps chaud;ODUPh6jk9hD;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;33;Traitement palu simple disponible;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Traitement palu simple disponible;AtLMU1QCtkD;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;34;Traitement palu grave;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Traitement palu grave disponible;Jv8m4EX0ABy;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;35;tdr paludisme;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;tdr paludisme;rdqOgNEbNdl;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;36;Nb TDR palu;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Nb TDR palu;lLpmEDjjj3Z;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;37;Urine foncées;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Urine foncées;hUneJr6kTs1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;38;Ictère;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Ictère;eeeV2Om7TAs;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;39;Pâleur (paumes- plantes des pieds);Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;30.32.Pâleur (paumes- plantes des pieds);g9oVcV9n9g3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;40;30.33. pâleur palmaire;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;30.33. pâleur palmaire;TX94eeTSzlp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;41;PB;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;PB;JGjJQ2wnkgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;42;oedemes;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;oedemes;aB4o1z8rbhe;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;43;vaccins;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;vaccins;gKHOSpdCUcl;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;44;Vitamine A;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Vitamine A;fgz0UsKwKoz;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;45;Autres problèmes;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Autres problèmes;IYR6Y1t38V1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;46;Traitement palu simple dispensé;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;30.42 Traitement palu simple dispensé;MjBfEY9mB8a;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;47;Traitement palu grave dispensé;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;30.42 Traitement palu grave dispensé;fjG7sZOgySL;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;48;Traitement diarrhée sans déshydratation dispensé;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Traitement diarrhée sans déshydratation dispensé;Rm8qyrU9cvu;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;49;Traitement diarrhée avec déshydratation dispensé;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Traitement diarrhée avec déshydratation dispensé;egmsfpX4z1B;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;50;Traitement toux dispensé;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Traitement toux dispensé;EhNVfoLuaMT;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;9e0ab73f-494e-4818-bc06-de437348939d;PRISE EN CHARGE ENFANT;pecenf;51;Code opération;Registre PRISE EN CHARGE;kFjVC6CTFrK;;;;;;PCIME;ZmvLH3erm6x;;;Code Opération;QEpj5yfYAej;;;;;Code Opération;QEpj5yfYAej;;;;;;;;;;;;;;;;;;;;;;
4;8065a208-de3c-46dc-a77a-2ea3b05cd36e;ORIENTATION GROSSESSE;grossorient;1;Code ASBC;Registre Femme Enceinte;lkMR7ZVWWoU;;;oui;;;Orientation Grossesse;eAXi9WhkILA;oui;;30.1.Code ASBC;tJEGAbo90wB;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;8065a208-de3c-46dc-a77a-2ea3b05cd36e;ORIENTATION GROSSESSE;grossorient;2;code personne;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Orientation Grossesse;eAXi9WhkILA;;;30.2.Code personne;JYoSCoz2VRf;Registre PRISE EN CHARGE;kFjVC6CTFrK;Code personne;vadegRbcklv;;;;;;;;;;;;;;;;;;;;;;;;
4;8065a208-de3c-46dc-a77a-2ea3b05cd36e;ORIENTATION GROSSESSE;grossorient;3;Code Operation;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Orientation Grossesse;eAXi9WhkILA;;;Code Opération;QEpj5yfYAej;;;;;Code Opération;QEpj5yfYAej;;;;;;;;;;;;;;;;;;;;;;
4;8065a208-de3c-46dc-a77a-2ea3b05cd36e;ORIENTATION GROSSESSE;grossorient;4;Date de la visite d'orientation;Registre Femme Enceinte;lkMR7ZVWWoU;oui;oui;;;;Orientation Grossesse;eAXi9WhkILA;;oui;30.46.Date de la visite d'orientation;CSeWdtwJEZO;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;8065a208-de3c-46dc-a77a-2ea3b05cd36e;ORIENTATION GROSSESSE;grossorient;5;age de la personne en années (au moment de la visite);Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Orientation Grossesse;eAXi9WhkILA;;;30.44.Age en annees;OA9Df9MHvrw;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;8065a208-de3c-46dc-a77a-2ea3b05cd36e;ORIENTATION GROSSESSE;grossorient;6;Date estimée des dernières régles debut de grossesse par l'ASBC;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Orientation Grossesse;eAXi9WhkILA;;;30.45.Date estimée des dernières régles debut de grossesse par l'ASBC;D6tFtSnXJP3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;8065a208-de3c-46dc-a77a-2ea3b05cd36e;ORIENTATION GROSSESSE;grossorient;7;Nombre de mois estimés par l'ASBC;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Orientation Grossesse;eAXi9WhkILA;;;Nombre de mois estimés par l'ASBC;QKz6ZVfDKVX;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;180d137d-378e-4fb5-932c-4bee3ef9495b;GROSSESSE SUIVI;grosssuivi;1;Code ASBC;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Suivi Grossesse;BBaZrCovout;oui;;30.1.Code ASBC;tJEGAbo90wB;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;180d137d-378e-4fb5-932c-4bee3ef9495b;GROSSESSE SUIVI;grosssuivi;2;code personne;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Suivi Grossesse;BBaZrCovout;;;30.2.Code personne;JYoSCoz2VRf;Registre PRISE EN CHARGE;kFjVC6CTFrK;Code personne;vadegRbcklv;;;;;;;;;;;;;;;;;;;;;;;;
5;180d137d-378e-4fb5-932c-4bee3ef9495b;GROSSESSE SUIVI;grosssuivi;3;Age personne;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Suivi Grossesse;BBaZrCovout;;;30.44.Age en annees;OA9Df9MHvrw;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;180d137d-378e-4fb5-932c-4bee3ef9495b;GROSSESSE SUIVI;grosssuivi;4;Date de visite;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Suivi Grossesse;BBaZrCovout;;oui;30.47.Date de visite;oQBBWyEiKl6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;180d137d-378e-4fb5-932c-4bee3ef9495b;GROSSESSE SUIVI;grosssuivi;5;Date de début de la grossesse estimée par le CSPS;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Suivi Grossesse;BBaZrCovout;;;30.56.Date de début de la grossesse estimée par le CSPS;NdCKHuabxuy;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;180d137d-378e-4fb5-932c-4bee3ef9495b;GROSSESSE SUIVI;grosssuivi;6;Nombre de semaines de grossesse estimée par le CSPS;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Suivi Grossesse;BBaZrCovout;;;30.57.Nombre de semaines de grossesse estimée par le CSPS;H7TO08Sk4Um;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;180d137d-378e-4fb5-932c-4bee3ef9495b;GROSSESSE SUIVI;grosssuivi;7;Etes-vous allée au SPN après la dernière visite?;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Suivi Grossesse;BBaZrCovout;;;30.58.Etes-vous allée au SPN après la dernière visite?;L9FwvDey8xl;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;180d137d-378e-4fb5-932c-4bee3ef9495b;GROSSESSE SUIVI;grosssuivi;8;La femme a-t-elle des saignements ?;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Suivi Grossesse;BBaZrCovout;;;30.59.La femme a-t-elle des saignements ?;IjKUXkTasdS;;;;;;;;;;;;;;;;;;;;;;;;;;;;
