source_dhis_programName;source_dhis_programId;source_dhis_programEnrolmentDate;source_dhis_programIncidentDate;source_dhis_programOrgUnitCode;source_dhis_attributName;source_dhis_attributId;source_dhis_programStageName;source_dhis_programStageId;source_dhis_programStageOrgUnitCode;source_dhis_programStageEventDate;source_dhis_programStageDataElementName;source_dhis_programStageDataElementId;source_dhis_programMasterName;source_dhis_programMasterId;source_dhis_attributValueUniqueName;source_dhis_attributValueUniqueId;source_dhis_dataElementValueUniqueName;source_dhis_dataElementValueUniqueId;destination_dhis_programName;destination_dhis_programId;destination_dhis_programEnrolmentDate;destination_dhis_programIncidentDate;destination_dhis_programOrgUnitCode;destination_dhis_attributName;destination_dhis_attributId;destination_dhis_programStageName;destination_dhis_programStageId;destination_dhis_programStageOrgUnitCode;destination_dhis_programStageEventDate;destination_dhis_programStageDataElementName;destination_dhis_programStageDataElementId;destination_dhis_programMasterName;destination_dhis_programMasterId;destination_dhis_attributValueUniqueName;destination_dhis_attributValueUniqueId;destination_dhis_dataElementValueUniqueName;destination_dhis_dataElementValueUniqueId;AllAttributValueMatching;AllDataElementValueMatching;changeValue
Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Incapable de téter depuis la naissance, ou a cessé de bien téter;m0N8sfDdZhH;;;;;;;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Incapable de téter depuis la naissance, ou a cessé de bien téter;m0N8sfDdZhH;;;;;;;;;
Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Convulse ou fait des crises depuis la naissance;XH8fcqCyu21;;;;;;;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Convulse ou fait des crises depuis la naissance;XH8fcqCyu21;;;;;;;;;
Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Respiration rapide: 60 respirations ou plus par minute (en deux comptages);o4jUne3i5ql;;;;;;;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Respiration rapide: 60 respirations ou plus par minute (en deux comptages);o4jUne3i5ql;;;;;;;;;
Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Tirage sous-costal marqué ou intercostal;BjfQdRn2dbK;;;;;;;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Tirage sous-costal marqué ou intercostal;BjfQdRn2dbK;;;;;;;;;
Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Température axillaire élevée: 37.5°C ou plus (remplacer par Corps chaud);hfC44xFBmdM;;;;;;;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Température axillaire élevée: 37.5°C ou plus (remplacer par Corps chaud);hfC44xFBmdM;;;;;;;;;
Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Température axillaire très basse: 35.4°C ou moins;Tt9wmpacwL5;;;;;;;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Température axillaire très basse: 35.4°C ou moins;Tt9wmpacwL5;;;;;;;;;
Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Bouge uniquement après stimulation, ou ne bouge pas même après stimulation;wAeSL7cl8ES;;;;;;;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Bouge uniquement après stimulation, ou ne bouge pas même après stimulation;wAeSL7cl8ES;;;;;;;;;
Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Plante des pieds jaune;M39KUvMsWW7;;;;;;;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Plante des pieds jaune;M39KUvMsWW7;;;;;;;;;
Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Signes d’infection locale: ombilic rouge ou laissant couler du pus, pustules cutanées, ou écoulement de pus des yeux;Gvf30GIhZIx;;;;;;;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Signes d’infection locale: ombilic rouge ou laissant couler du pus, pustules cutanées, ou écoulement de pus des yeux;Gvf30GIhZIx;;;;;;;;;
Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Infection Bactérienne Grave;xmVcjJhe7Om;;;;;;;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Infection Bactérienne Grave;xmVcjJhe7Om;;;;;;;;;
Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;30.37.Autres problèmes;IYR6Y1t38V1;;;;;;;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;30.37.Autres problèmes;IYR6Y1t38V1;;;;;;;;;
Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Saignements abondants de la mère;HZQeXa8xBjb;;;;;;;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Saignements abondants de la mère;HZQeXa8xBjb;;;;;;;;;
Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Fièvre de la mère;i7NICCPLFE0;;;;;;;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Fièvre de la mère;i7NICCPLFE0;;;;;;;;;
Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Maux de tête ou la vision floue de la mère;wLlGbYNXtV3;;;;;;;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Maux de tête ou la vision floue de la mère;wLlGbYNXtV3;;;;;;;;;
Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Convulse ou crises de la mère depuis la naissance du bébé;Cg33fX4wBmJ;;;;;;;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Convulse ou crises de la mère depuis la naissance du bébé;Cg33fX4wBmJ;;;;;;;;;
Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Difficulté respiratoire de la mère;Of1zyN5kZS2;;;;;;;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Difficulté respiratoire de la mère;Of1zyN5kZS2;;;;;;;;;
Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Douleurs abdominales sévères de la mère;AjFhblXhmzP;;;;;;;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Douleurs abdominales sévères de la mère;AjFhblXhmzP;;;;;;;;;
Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;30.37. Autre problème de santé de la mère;yUhyZy56HLY;;;;;;;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;30.37. Autre problème de santé de la mère;yUhyZy56HLY;;;;;;;;;
Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Code Opération;QEpj5yfYAej;;;;;Code Opération;QEpj5yfYAej;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Code Opération;QEpj5yfYAej;;;;;Code Opération;QEpj5yfYAej;;non;
